@relation ionosphere_part1
@attribute a34 real
@attribute a22 real
@attribute a07 real
@attribute a13 real
@attribute a31 real
@attribute a04 real
@attribute a16 real
@attribute a25 real
@attribute a28 real
@attribute a19 real
@attribute a10 real
@attribute a01 real
@attribute class{b,g}
@data
1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,"b"
0.31154,0.42885,0.64615,0.25,-0.26634,0.13069,0.37115,-0.14943,0.34976,-0.09808,0.45577,1.0,"g"
1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,"b"
0.74242,0.68159,0.88783,0.72298,-0.02962,0.13082,0.5882,0.26832,0.78541,0.48869,0.32711,1.0,"g"
0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,"b"
0.35095,0.76969,0.72582,0.4327,-0.53146,0.15451,0.67697,-0.29291,0.58553,0.04686,0.5683,1.0,"g"
0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"b"
0.12556,-0.55605,0.29148,-0.64574,0.47029,0.38138,0.26906,0.09562,-0.48392,-0.6278,0.90135,1.0,"g"
1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,"b"
0.49831,0.42528,0.78826,0.71947,0.3507,-0.38293,0.32925,0.9453,0.482,0.64333,0.05252,1.0,"g"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"b"
-0.0026,0.0498,0.98922,0.97213,0.97845,0.00892,0.01858,0.93274,0.04356,0.98551,0.01598,1.0,"g"
-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,"b"
0.09346,0.06856,0.71063,0.6905,0.56466,-0.169,0.05058,0.84033,0.08304,0.63403,0.01282,1.0,"g"
0.23913,0.24582,0.81773,0.70067,1.0,1.0,0.13712,1.0,0.22216,0.70736,0.10702,1.0,"b"
-0.57037,-0.19938,1.0,1.0,0.87492,-0.07778,-0.83519,0.6963,-0.24549,0.82222,0.06111,1.0,"g"
0.28794,0.09728,0.26459,0.24514,-0.09339,0.15564,0.22957,-0.02494,0.26256,0.05058,0.1323,1.0,"b"
-0.03175,-0.02778,0.61508,0.59127,0.68849,-0.03175,0.0119,0.5,-0.01237,0.60317,0.03373,1.0,"g"
-0.10837,0.01478,0.08374,0.12315,0.04433,-0.15271,0.0,0.07882,-0.04926,-0.12808,0.18719,1.0,"b"
-0.04698,-0.01342,0.70358,0.71588,0.78859,0.1085,0.066,0.71253,-0.01673,0.6868,0.00224,1.0,"g"
0.0,0.68101,-0.2962,0.0,0.06329,0.35949,0.0,-0.1038,-1.0,0.0,0.0,1.0,"b"
-0.16827,-0.14577,0.94105,0.88853,0.88424,-0.00857,-0.13719,0.90139,-0.14903,0.90782,-0.12755,1.0,"g"
0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.9875,-1.0,0.59167,0.51042,1.0,"b"
-0.12235,-0.12126,0.92442,0.9304,0.83524,0.01631,-0.08918,0.8298,-0.11808,0.89451,-0.10223,1.0,"g"
-0.09556,-0.04,0.88444,1.0,1.0,0.0,-0.05333,0.0,-1.0,0.0,0.0,1.0,"b"
-0.15143,-0.08429,0.79,0.85571,0.81429,0.03714,0.00286,0.77,-0.08669,0.81,-0.04286,1.0,"g"
0.0,0.0,0.0,-1.0,0.0,0.0,0.55172,0.0,1.0,0.0,0.0,1.0,"b"
-0.08571,-0.03377,0.50649,0.55844,0.54545,0.01818,-0.03636,0.59221,-0.0328,0.55325,0.0961,1.0,"g"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,"b"
-0.02017,-0.09025,0.25,-0.34107,0.02224,0.5,0.37856,-0.07782,-0.10242,-0.36676,0.9118,1.0,"g"
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"b"
0.16645,-0.62861,0.31347,-0.70561,0.56239,0.38027,0.22735,0.15552,-0.51568,-0.67474,0.9074,1.0,"g"
0.0,0.0,0.0,1.0,0.0,0.0,-0.12,0.0,0.22667,-1.0,1.0,1.0,"b"
0.57656,-0.82217,0.19672,-0.86443,0.58137,0.43491,-0.05338,0.55984,-0.24433,-0.4695,0.92544,1.0,"g"
0.20468,-0.85597,0.14919,-0.61352,0.15078,0.0252,-0.05409,0.27942,-0.11876,-0.30315,0.92324,1.0,"g"
0.79444,-0.89064,0.12326,-0.86622,0.37542,0.39121,-0.24164,0.79143,0.08718,-0.19354,0.83578,1.0,"g"
-0.09146,0.10108,0.60409,0.67028,0.61733,-0.0349,-0.08424,0.65945,0.02019,0.67148,0.00963,1.0,"g"
0.21691,0.04228,0.72243,0.63787,0.55916,-0.0239,0.21691,0.72978,0.07124,0.61029,0.07721,1.0,"g"
0.09322,0.07573,0.77486,0.73961,0.53389,0.18923,0.05776,0.60154,0.08767,0.61692,-0.10308,1.0,"g"
0.01227,0.00909,0.84341,0.81892,0.66624,0.05375,0.00673,0.79632,0.01096,0.77935,0.09901,1.0,"g"
0.17391,-0.02609,0.4913,0.45652,0.35217,0.0,0.02609,0.47391,0.06908,0.42174,-0.03913,1.0,"g"
0.42467,0.68104,0.71628,0.57898,-0.25516,0.09417,0.58445,-0.08748,0.60696,0.29587,0.41252,1.0,"g"
0.44534,0.82162,0.9839,0.56937,-0.40291,0.09802,0.74079,-0.15144,0.69187,0.21137,0.5302,1.0,"g"
0.05972,0.66926,0.78896,0.39699,-0.52823,0.13425,0.79523,-0.40552,0.40753,-0.09159,0.59975,1.0,"g"
0.26092,0.89383,0.85096,0.48698,-0.75321,0.17498,0.90665,-0.46534,0.66335,-0.00701,0.63842,1.0,"g"
0.05394,0.76193,0.72873,0.361,-0.6571,0.18198,0.83558,-0.5314,0.40972,-0.1639,0.69865,1.0,"g"
-0.27218,0.18864,0.48409,-0.07727,-0.19962,0.21106,0.48636,-0.38483,-0.12486,-0.56136,0.22273,1.0,"g"
0.29942,0.27815,0.81126,0.50331,0.43484,-0.60927,0.19868,0.51872,0.27687,0.54305,0.16225,1.0,"g"
0.1518,0.07211,0.81594,0.6907,0.44141,0.11385,0.03985,0.53321,0.17951,0.6945,0.01139,1.0,"g"
-0.09808,-0.08039,0.77031,0.6726,0.44277,0.06794,-0.06438,0.47038,-0.09128,0.71254,-0.0662,1.0,"g"
-0.03673,-0.02364,0.96683,0.96186,0.92774,0.08013,-0.01671,0.98164,-0.03034,0.91152,-0.03923,1.0,"g"
-0.51546,0.18557,0.70103,0.49485,0.47423,-0.12371,-0.11856,0.70619,-0.12447,0.5,0.07216,1.0,"g"
0.36721,-0.25404,0.61432,0.79446,0.66316,-0.04388,0.54965,0.64665,0.17704,0.6351,-0.00462,1.0,"g"
-0.0809,0.14157,0.58876,0.71685,0.54607,-0.03596,0.00899,0.46517,0.00824,0.64719,0.02472,1.0,"g"
-0.05178,0.14887,0.63107,0.64725,0.49191,-0.00647,-0.01942,0.52427,0.0004,0.46926,0.08091,1.0,"g"
-0.04691,0.00988,0.65185,0.59753,0.61235,0.1037,0.0963,0.66667,-0.02451,0.73827,-0.00494,1.0,"g"
0.0678,0.00678,0.52881,0.57966,0.58983,-0.02712,0.07797,0.52881,0.0075,0.56949,0.03729,1.0,"g"
-0.01942,0.05825,0.34951,0.33495,0.26214,0.09709,0.00485,0.31068,0.03815,0.43204,-0.02427,1.0,"g"
0.37465,0.73696,0.83904,0.55076,-0.34717,0.02187,0.66237,-0.16489,0.6051,0.28379,0.48906,1.0,"g"
0.02968,0.80754,0.82039,0.40349,-0.65754,0.1581,0.84804,-0.51034,0.4604,-0.12193,0.64888,1.0,"g"
-0.35032,0.4812,0.76902,0.10107,-0.54615,0.21677,0.89274,-0.64658,0.02277,-0.43707,0.7812,1.0,"g"
-0.34367,0.62563,0.80514,0.14939,-0.75199,0.19959,0.93682,-0.68851,0.15619,-0.42811,0.7083,1.0,"g"
-0.71273,0.18888,0.58167,-0.20015,-0.26389,0.28082,0.82163,-0.75273,-0.46438,-0.76305,0.80511,1.0,"g"
0.13297,-0.06011,0.43898,-0.25137,0.36586,0.35157,0.28415,-0.12897,-0.51925,-0.47359,0.8051,1.0,"g"
-0.00647,-0.0028,0.03759,-0.04725,0.00096,0.10025,0.07907,-0.01755,-0.01475,-0.05431,0.26316,1.0,"g"
-0.10309,0.20489,0.75376,0.65977,0.15602,-0.35526,0.14662,0.6485,-0.10571,0.76128,0.19361,1.0,"g"
0.13198,0.14616,0.65829,0.49418,0.18767,0.13215,0.13507,0.26436,0.14314,0.48158,0.12961,1.0,"g"
0.07508,0.04901,0.85124,0.83289,0.77863,0.11933,0.03506,0.77336,0.06235,0.80019,-0.00278,1.0,"g"
0.09193,-0.34024,0.99009,0.90446,0.75935,0.04326,0.19964,0.86661,-0.02908,0.84452,-0.08337,1.0,"g"
0.0275,-0.08048,0.75855,0.97921,0.90409,0.02549,0.10195,0.71764,0.02552,0.71026,-0.09188,1.0,"g"
-0.00296,0.02842,0.62316,0.44675,0.31953,0.19527,-0.03846,0.47929,0.03259,0.4142,-0.04438,1.0,"g"
-0.22034,-0.00377,0.85122,0.6742,0.53861,0.14689,-0.13748,0.56121,-0.16837,0.81544,0.02448,1.0,"g"
-0.24841,-0.15711,0.81953,0.74947,0.72611,-0.03397,-0.18684,0.84926,-0.23312,0.61996,-0.07643,1.0,"g"
-0.00543,-0.05978,0.84783,0.82337,0.78533,-0.08152,-0.00543,0.85054,-0.10211,0.83424,-0.02174,1.0,"g"
-0.01383,-0.25296,0.72727,0.87945,0.37549,-0.13241,0.0415,0.67194,-0.12041,0.63636,-0.11067,1.0,"g"
-0.04435,-0.19512,0.55432,0.63858,0.53659,0.11308,-0.03326,0.41463,-0.11455,0.52993,-0.13969,1.0,"g"
-0.75597,0.19095,0.61559,-0.20097,-0.30512,0.27475,0.775,-0.78334,-0.45511,-0.78768,0.90502,1.0,"g"
-0.94823,0.0604,0.59952,-0.23237,-0.1359,0.29282,0.81018,-0.83192,-0.69556,-0.90995,0.92651,1.0,"g"
-0.81686,-0.41085,0.34109,-0.62403,0.25392,0.30634,0.32558,-0.57242,-0.81876,-1.0,1.0,1.0,"g"
-0.35339,-0.15317,0.49234,-0.35558,0.25164,0.28993,0.58425,-0.37199,-0.60863,-0.75821,0.86761,1.0,"g"
-0.6027,-0.26173,0.49305,-0.47202,0.36021,0.33164,0.6549,-0.50757,-0.86122,-0.91814,0.95193,1.0,"g"
-0.30075,-0.28195,0.34962,-0.41729,0.431,0.31456,0.47744,-0.26577,-0.69706,-0.7218,0.78947,1.0,"g"
-0.188,-0.05252,1.0,0.985,0.97132,-0.02736,-0.07149,0.97352,-0.12912,0.97264,0.01456,1.0,"g"
-0.0742,-0.02179,0.94994,0.97173,0.91991,-0.01531,-0.03887,0.92049,-0.05827,0.9523,-0.0106,1.0,"g"
-0.21918,0.10274,0.96575,0.93607,0.85388,-0.14384,-0.00228,0.92466,-0.09252,0.97032,0.18265,1.0,"g"
-0.10169,0.30508,0.52542,0.64407,0.83051,-0.0339,-0.35593,0.40678,-0.00266,0.55932,-0.01695,1.0,"g"
-0.5,-0.05556,0.38889,0.54911,0.36924,-0.25,0.33333,0.38889,-0.14256,0.25,0.13889,1.0,"g"
-0.65557,0.71699,0.71178,0.21249,-1.0,1.0,1.0,-1.0,0.09569,-0.61382,0.46427,1.0,"g"
-0.62956,0.24956,0.54916,-0.09818,-0.34131,0.49638,0.82223,-0.98988,-0.32792,-0.68358,0.70792,1.0,"g"
-0.24313,-0.31351,0.45625,-0.46177,0.37093,0.42904,0.5207,-0.37298,-0.62691,-0.84014,0.82732,1.0,"g"
-0.44173,-0.40949,0.45571,-0.56535,0.54827,0.35107,0.58045,-0.36799,-0.91221,-0.93641,0.95776,1.0,"g"
-0.13194,-0.66278,0.29303,-0.66616,0.69886,0.36924,0.42314,-0.13486,-0.85137,-1.0,0.76527,1.0,"g"
-0.07439,-0.10108,1.0,1.0,1.0,0.16195,-0.06374,1.0,-0.06823,1.0,-0.12352,1.0,"g"
-0.02039,-0.16321,0.94982,1.0,0.80634,-0.00155,-0.02542,0.85741,-0.01769,0.84013,-0.51171,1.0,"g"
-0.08036,-0.23503,0.41319,-0.42911,0.31008,0.29492,0.41471,-0.17437,-0.48707,-0.69977,0.83548,1.0,"g"
-0.13305,-0.50022,0.34816,-0.62635,0.56626,0.35232,0.39309,-0.11147,-0.71504,-0.81641,0.90842,1.0,"g"
0.27926,-0.76197,0.29521,-0.7766,0.83142,0.39286,0.25133,0.21581,-0.68593,-0.76064,0.94415,1.0,"g"
-0.02532,0.06329,0.87342,0.92405,0.53165,-0.24051,-0.03797,0.62025,-0.0554,0.87342,0.01266,1.0,"g"
0.08891,0.07122,0.82638,0.79093,0.58187,0.0084,0.05407,0.66387,0.08296,0.84034,0.01681,1.0,"g"
0.10698,0.07047,0.92046,0.91161,0.85198,0.01809,0.05018,0.83721,0.0895,0.95866,0.0801,1.0,"g"
-0.06668,-0.03881,1.0,1.0,0.99057,-0.01179,-0.03087,1.0,-0.05527,0.99314,-0.01565,1.0,"g"
0.02376,0.00792,0.89505,0.94059,0.87327,-0.03168,0.03366,0.89307,0.01611,0.94257,0.02772,1.0,"g"
0.02128,0.07801,0.90071,0.97872,1.0,0.01773,0.03546,0.90071,0.03247,0.89716,0.05674,1.0,"g"
0.24242,0.18182,0.45455,0.57576,0.41856,-0.24242,0.0,0.48526,0.06142,0.51515,0.09091,1.0,"g"
0.0182,-0.42207,0.37201,-0.51763,0.46189,0.3595,0.41524,-0.02844,-0.53127,-0.69397,0.85893,1.0,"g"
0.0866,-0.62443,0.35916,-0.67274,0.61217,0.37917,0.30356,0.06911,-0.62296,-0.73564,0.93345,1.0,"g"
0.46301,-0.85205,0.29921,-0.79657,0.88654,0.41113,0.15192,0.36318,-0.61959,-0.71863,0.9782,1.0,"g"
0.7979,-0.93596,0.12993,-0.87192,0.3867,1.0,-0.08867,0.73792,-0.06831,-0.46552,0.93596,1.0,"g"
0.33333,-0.57576,0.06061,-0.57576,0.24242,0.51515,-0.12121,1.0,0.12331,-0.09091,0.73062,1.0,"g"
-0.0122,0.02439,0.93598,0.93902,1.0,0.0,0.00305,0.99695,0.02226,0.94207,0.01829,1.0,"g"
0.0,0.00709,0.90426,0.94681,0.92553,0.08156,0.0,0.91135,0.08165,0.95035,0.01064,1.0,"g"
0.07173,0.04743,0.88542,0.87657,0.8171,0.10638,0.03382,0.87234,0.06014,0.95035,-0.01418,1.0,"g"
0.02441,0.01603,0.8921,0.87021,0.80757,0.03727,0.01151,0.79503,0.02033,0.85714,0.0,1.0,"g"
0.09947,0.04796,1.0,0.97158,0.99112,0.0071,0.0373,0.98401,0.06477,0.98579,0.01599,1.0,"g"
0.02762,0.00663,1.0,0.98343,0.98564,0.01105,0.00884,0.97127,0.016,0.97901,-0.01436,1.0,"g"
0.10067,0.09396,1.0,0.95973,1.0,-0.01342,0.06488,1.0,0.08763,1.0,0.06264,1.0,"g"
0.02823,-0.53924,0.39613,-0.60316,0.54209,0.36724,0.38778,0.00806,-0.60678,-0.69318,0.93182,1.0,"g"
0.54852,-0.88999,0.3044,-0.81857,0.87893,0.41786,0.10345,0.44483,-0.55231,-0.70163,0.96534,1.0,"g"
0.26422,-0.89991,0.1402,-0.63714,0.21443,0.11042,-0.00337,0.28307,-0.11498,-0.30522,0.91993,1.0,"g"
0.74356,-0.76316,0.05319,-0.84211,0.20549,0.43617,-0.28723,0.743,0.23713,-0.04759,0.82139,1.0,"g"
-0.33588,-0.11953,-0.10557,-0.4542,-0.16794,0.05725,-0.30534,0.21645,0.31092,0.18702,-0.18321,1.0,"g"
0.08616,0.05524,0.98982,0.97888,0.9819,0.00075,0.02338,0.94155,0.07255,0.93552,0.02394,1.0,"g"
0.01214,-0.0237,0.87514,0.84624,0.70058,-0.07572,-0.07399,0.74451,-0.02731,0.78324,-0.07514,1.0,"g"
-0.083,-0.08771,0.68195,0.62099,0.32232,-0.13768,-0.07289,0.45008,-0.09038,0.58213,-0.06119,1.0,"g"
0.01525,0.01148,0.85821,0.83096,0.66298,0.01092,0.00854,0.77138,0.01375,0.76531,0.02304,1.0,"g"
0.48087,-0.44945,0.4959,0.40164,0.55328,-0.01366,0.58743,0.60656,0.17088,0.78552,-0.00273,1.0,"g"
-0.04307,0.01155,0.84349,0.81197,0.8666,0.08298,-0.08929,0.95378,0.00123,0.96639,-0.04622,1.0,"g"
0.04712,0.08412,0.93438,0.94171,0.94066,0.00419,-0.01326,0.9452,0.04925,0.94834,0.01606,1.0,"g"
-0.00577,0.07677,0.95177,0.92595,0.92459,-0.00034,-0.01461,0.93988,0.02542,0.93784,0.02446,1.0,"g"
-0.16243,0.01215,0.95691,0.89061,0.96022,-0.01657,-0.0453,0.9105,-0.0776,0.80773,0.0011,1.0,"g"
-0.06151,-0.0949,0.87873,0.80668,0.75747,0.13533,-0.01054,0.86467,-0.04822,0.8717,-0.09139,1.0,"g"
