@relation segment_challenge_part1
@attribute rawred-mean real
@attribute hue-mean real
@attribute value-mean real
@attribute rawgreen-mean real
@attribute exblue-mean real
@attribute hedge-sd real
@attribute vegde-sd real
@attribute region-centroid-col real
@attribute short-line-density-2 real
@attribute region-pixel-count real
@attribute class{brickface,cement,foliage,grass,path,sky,window}
@data
41.3333,-2.03802,56.5556,40.4444,31.3333,1.16746,0.952579,248.0,0.0,9.0,"path"
7.0,-1.94345,12.2222,6.11111,11.3333,0.418518,1.63333,150.0,0.0,9.0,"cement"
117.0,-2.29784,143.111,122.111,47.1111,0.700002,0.388888,75.0,0.0,9.0,"sky"
44.6667,-1.99063,60.8889,42.8889,34.2222,3.53815,1.93697,160.0,0.0,9.0,"path"
43.0,-2.109,64.7778,43.3333,43.2222,0.544331,1.10387,83.0,0.0,9.0,"cement"
21.6667,-1.64667,28.8889,16.6667,19.4444,0.133333,1.55556,86.0,0.0,9.0,"brickface"
28.6667,-1.90362,33.4444,27.3333,10.8889,11.4814,1.35674,177.0,0.0,9.0,"cement"
53.1111,-2.04777,75.1111,52.1111,45.0,2.17733,1.90516,105.0,0.0,9.0,"path"
21.3333,-2.24274,38.7778,23.8889,32.3333,6.88889,12.2667,183.0,0.0,9.0,"cement"
32.3333,-2.43063,49.5556,37.7778,29.0,5.28905,9.08968,18.0,0.0,9.0,"foliage"
30.7778,-2.07767,41.6667,30.5556,22.0,0.691215,10.23,127.0,0.0,9.0,"cement"
13.5556,2.14143,21.4444,21.4444,-7.22222,2.03761,0.632456,252.0,0.0,9.0,"grass"
0.444444,-2.23756,3.88889,1.0,6.33333,0.691215,0.827759,103.0,0.0,9.0,"foliage"
14.8889,-2.14253,28.5556,15.6667,26.5556,3.2,3.05185,12.0,0.0,9.0,"cement"
128.222,-2.21749,145.778,130.333,33.0,0.700008,0.285188,248.0,0.0,9.0,"sky"
124.667,-2.30955,145.667,129.0,37.6667,1.06667,0.3,173.0,0.0,9.0,"sky"
0.222222,-2.14653,4.55556,0.555556,8.33333,2.56296,3.14074,68.0,0.0,9.0,"foliage"
3.22222,-2.04457,9.55556,2.88889,13.0,0.062963,0.088889,211.0,0.0,9.0,"window"
18.7778,-1.57059,24.1111,14.3333,15.1111,0.877778,2.41852,9.0,0.0,9.0,"brickface"
18.3333,-1.21111,20.2222,12.5556,8.88889,0.607407,2.31111,5.0,0.0,9.0,"brickface"
92.5556,-2.30049,123.444,98.6667,55.6667,0.772203,0.827758,88.0,0.0,9.0,"sky"
115.778,-2.31423,139.444,120.778,42.3333,1.33334,0.562964,27.0,0.0,9.0,"sky"
0.0,-2.31572,3.88889,0.888889,6.88889,0.296296,0.133333,14.0,0.0,9.0,"foliage"
20.5556,-2.25556,57.3333,26.2222,67.8889,12.33,7.86554,254.0,0.0,9.0,"foliage"
15.2222,-2.08608,28.4444,15.1111,26.5556,0.516398,0.459468,83.0,0.0,9.0,"window"
0.444444,-1.86115,1.22222,0.222222,1.77778,0.403687,1.08355,158.0,0.0,9.0,"window"
38.7778,-2.09641,53.0,38.7778,28.4444,0.781736,1.40502,238.0,0.0,9.0,"cement"
51.0,-2.11209,70.0,51.0,38.0,5.2182,1.06284,162.0,0.0,9.0,"path"
18.2222,-2.16937,32.0,19.2222,26.5556,1.71852,3.54074,129.0,0.0,9.0,"cement"
3.88889,-2.05798,11.3333,3.55556,15.2222,1.96638,0.272165,186.0,0.0,9.0,"window"
94.2222,-2.33321,126.333,101.556,56.8889,0.574134,0.574135,123.0,0.0,9.0,"sky"
8.0,-2.10891,15.6667,8.11111,15.2222,0.740741,0.474074,14.0,0.0,9.0,"cement"
53.4444,-2.09374,76.2222,53.4444,45.5556,0.772202,0.490653,84.0,0.0,9.0,"cement"
6.66667,-0.914813,6.77778,3.0,2.77778,0.311111,0.344444,228.0,0.0,9.0,"brickface"
41.5556,-1.68385,45.8889,38.8889,11.3333,1.89346,0.82776,183.0,0.0,9.0,"cement"
21.2222,-1.73354,29.8889,16.7778,21.7778,5.14445,2.16296,29.0,0.0,9.0,"brickface"
51.1111,-2.14305,74.0,52.2222,44.6667,0.557774,1.06284,80.0,0.0,9.0,"cement"
30.3333,-2.00574,42.2222,29.7778,24.3333,0.344265,16.4434,51.0,0.0,9.0,"cement"
9.55556,2.39174,17.2222,17.2222,-3.44444,1.25904,1.4707,42.0,0.0,9.0,"grass"
20.7778,-1.67692,27.7778,16.6667,18.1111,3.85555,1.00741,35.0,0.0,9.0,"brickface"
34.8889,-2.55568,50.6667,37.8889,27.4444,210.922,1.88518,191.0,0.0,9.0,"path"
18.8889,-1.38687,21.8889,13.1111,11.7778,0.962963,1.05185,23.0,0.0,9.0,"brickface"
49.2222,-2.06954,71.0,48.6667,44.1111,0.583729,0.862812,69.0,0.0,9.0,"cement"
29.2222,-2.08527,39.6667,28.7778,21.3333,32.1185,7.66296,77.0,0.0,9.0,"path"
8.44444,-2.52332,19.4444,12.6667,17.7778,201.722,192.207,35.0,0.111111,9.0,"foliage"
39.2222,-2.06786,53.8889,38.7778,29.7778,2.33571,2.69155,253.0,0.0,9.0,"path"
45.2222,-1.9657,61.0,43.0,33.7778,1.16905,1.4707,65.0,0.0,9.0,"path"
35.7778,-1.98503,47.5556,34.3333,25.0,90.8296,0.077778,209.0,0.0,9.0,"cement"
5.11111,-1.98955,12.1111,4.33333,14.7778,0.250924,0.620633,226.0,0.0,9.0,"window"
101.0,-2.37598,132.333,109.444,54.2222,0.58373,0.443052,76.0,0.0,9.0,"sky"
106.556,-2.3519,135.778,113.667,51.3333,1.05409,0.574135,231.0,0.0,9.0,"sky"
24.5556,-2.20016,36.2222,25.7778,22.1111,0.344265,0.490653,142.0,0.0,9.0,"window"
12.1111,2.54533,18.5556,18.5556,-0.888889,4.60741,0.507408,72.0,0.0,9.0,"grass"
0.555556,-1.84512,1.22222,0.333333,1.55556,0.172133,0.809664,160.0,0.0,9.0,"window"
13.6667,-2.58911,23.8889,18.2222,15.8889,6.9167,8.768,20.0,0.0,9.0,"foliage"
2.11111,-2.33069,9.77778,3.77778,13.6667,7.51111,13.2778,2.0,0.0,9.0,"foliage"
34.1111,-2.33584,51.7778,36.7778,32.6667,139.856,8.24074,231.0,0.0,9.0,"path"
97.5556,-2.35118,127.444,104.889,52.4444,0.557772,0.720081,83.0,0.0,9.0,"sky"
53.6667,-2.10937,76.5556,54.0,45.4444,1.80944,1.65216,86.0,0.0,9.0,"path"
45.6667,-1.68159,51.1111,42.1111,14.4444,1.0037,0.82776,140.0,0.0,9.0,"cement"
59.4444,-2.0307,79.4444,58.2222,41.2222,0.365148,0.975628,42.0,0.0,9.0,"cement"
6.55556,2.09315,11.5556,11.5556,-5.22222,6.08889,15.263,63.0,0.0,9.0,"grass"
1.11111,-2.04515,3.22222,1.0,4.33333,0.981307,0.843274,198.0,0.0,9.0,"window"
1.77778,-1.98577,6.11111,1.22222,9.22222,0.044444,0.033333,94.0,0.0,9.0,"window"
6.88889,-0.985811,7.11111,3.11111,3.33333,0.311111,0.077778,16.0,0.0,9.0,"brickface"
8.33333,-2.17195,16.5556,8.88889,15.8889,2.67845,1.22323,200.0,0.0,9.0,"window"
54.4444,-2.08911,77.0,54.3333,45.2222,0.752772,0.574134,47.0,0.0,9.0,"cement"
42.8889,-1.91889,53.8889,40.6667,24.2222,0.651853,0.074074,81.0,0.0,9.0,"cement"
20.0,-1.84249,31.1111,16.6667,25.5556,0.507407,0.151851,35.0,0.0,9.0,"brickface"
61.1111,-2.06854,82.6667,60.5556,43.6667,0.779363,1.04172,38.0,0.0,9.0,"cement"
5.33333,2.12242,11.2222,11.2222,-5.66667,1.01111,0.311111,237.0,0.0,9.0,"grass"
24.3333,-1.62045,31.5556,18.5556,20.2222,3.86667,1.85185,101.0,0.0,9.0,"brickface"
0.111111,-2.18547,5.66667,0.666667,10.5556,0.962963,0.577778,68.0,0.0,9.0,"foliage"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,9.0,"window"
51.3333,-2.09022,74.4444,51.2222,46.3333,1.16746,1.0037,80.0,0.0,9.0,"cement"
0.0,-2.0944,0.777778,0.0,1.55556,0.02963,0.018519,26.0,0.0,9.0,"foliage"
113.222,-2.33354,140.889,119.556,49.0,0.620634,0.272163,145.0,0.0,9.0,"sky"
21.2222,-1.6344,28.0,16.3333,18.4444,2.16667,3.41111,140.0,0.0,9.0,"brickface"
110.444,-2.35727,138.778,117.556,49.5556,1.0037,0.62361,197.0,0.0,9.0,"sky"
37.1111,-2.17535,58.2222,38.7778,40.5556,0.730296,1.12875,244.0,0.0,9.0,"cement"
51.7778,-2.11294,72.5556,52.1111,41.2222,3.96466,1.49691,67.0,0.0,9.0,"path"
19.2222,2.39578,30.5556,30.5556,-4.88889,1.92065,2.45327,114.0,0.0,9.0,"grass"
6.22222,1.75665,7.22222,7.0,-1.22222,3.27778,2.16296,2.0,0.0,9.0,"grass"
88.0,-2.25341,125.667,93.7778,69.5556,0.477775,0.329628,204.0,0.0,9.0,"sky"
15.1111,2.29274,25.0,25.0,-6.11111,1.40502,0.501849,234.0,0.0,9.0,"grass"
34.4444,-2.57363,50.3333,37.4444,27.0,219.574,2.1963,192.0,0.0,9.0,"path"
12.6667,2.07587,21.0,21.0,-8.77778,1.79815,0.936898,242.0,0.0,9.0,"grass"
45.8889,-1.96448,62.3333,43.5556,35.2222,2.00739,0.843274,189.0,0.111111,9.0,"path"
131.222,-2.14684,146.222,132.0,29.2222,0.285183,0.285183,193.0,0.0,9.0,"sky"
14.6667,2.38975,25.1111,25.1111,-4.44444,0.834444,1.12875,221.0,0.0,9.0,"grass"
10.5556,-2.17584,20.5556,11.4444,19.1111,3.48754,2.45327,156.0,0.111111,9.0,"window"
37.0,-2.08858,54.4444,36.8889,35.0,5.42593,0.720082,229.0,0.0,9.0,"cement"
96.7778,-2.40802,128.667,106.333,54.2222,0.349603,0.623609,142.0,0.0,9.0,"sky"
87.2222,-2.3262,119.889,94.4444,58.1111,1.37841,1.4363,92.0,0.0,9.0,"sky"
54.4444,-2.05611,78.1111,53.5556,48.2222,2.78621,2.99938,107.0,0.0,9.0,"path"
0.222222,-2.05729,3.0,0.222222,5.55556,0.077778,0.088889,6.0,0.0,9.0,"foliage"
79.2222,-2.22578,117.111,84.0,71.0,1.14444,0.399998,194.0,0.0,9.0,"sky"
58.7778,-2.42213,79.0,64.5556,34.6667,1386.33,572.996,80.0,0.111111,9.0,"foliage"
8.22222,-0.965144,8.44444,3.88889,3.66667,0.133333,0.033333,189.0,0.0,9.0,"brickface"
47.8889,-2.06566,69.0,47.2222,42.8889,2.62255,2.40986,22.0,0.0,9.0,"path"
6.11111,-1.31453,7.33333,2.88889,5.66667,0.074074,0.062963,222.0,0.0,9.0,"brickface"
11.8889,2.43278,21.4444,21.4444,-3.33333,0.507408,0.922223,200.0,0.0,9.0,"grass"
29.0,-2.09121,41.0,29.0,24.0,26.1333,0.522223,229.0,0.0,9.0,"path"
1.11111,-2.25567,9.0,2.33333,14.5556,14.7741,8.01852,78.0,0.0,9.0,"foliage"
44.6667,-2.07122,62.2222,44.1111,35.6667,3.12279,2.99382,112.0,0.0,9.0,"path"
56.4444,-2.01413,75.3333,55.0,39.2222,0.272165,1.04704,118.0,0.0,9.0,"cement"
26.1111,-1.81991,37.6667,22.1111,27.1111,1.57407,3.64444,125.0,0.0,9.0,"brickface"
0.0,-2.12325,2.0,0.111111,3.88889,0.207407,0.077778,228.0,0.0,9.0,"foliage"
12.4444,2.2422,20.1111,20.1111,-5.44444,2.16795,0.62361,232.0,0.0,9.0,"grass"
115.556,-2.34849,140.222,121.556,43.3333,0.177779,0.018518,29.0,0.0,9.0,"sky"
9.55556,2.06095,16.1111,16.1111,-7.22222,0.928958,1.28956,47.0,0.0,9.0,"grass"
112.556,-2.36538,137.444,119.0,43.3333,0.860663,0.403686,58.0,0.0,9.0,"sky"
115.667,-2.30062,141.0,120.667,45.6667,0.651852,0.151852,92.0,0.0,9.0,"sky"
42.0,-2.02513,57.7778,40.8889,32.6667,1.46692,1.0328,223.0,0.0,9.0,"path"
12.4444,2.51177,19.5556,19.5556,-1.77778,1.21852,2.01852,34.0,0.0,9.0,"grass"
122.778,-2.36043,145.444,128.556,39.5556,1.01111,0.196294,63.0,0.0,9.0,"sky"
5.33333,2.12242,11.2222,11.2222,-5.66667,1.01111,0.311111,237.0,0.0,9.0,"grass"
44.8889,-2.11269,63.2222,45.1111,36.4444,2.78422,0.854184,167.0,0.0,9.0,"path"
7.33333,-0.942559,7.44444,3.33333,3.11111,0.118519,0.118518,178.0,0.0,9.0,"brickface"
0.0,-2.17396,3.77778,0.444444,7.11111,0.385185,0.518518,82.0,0.0,9.0,"foliage"
88.1111,-2.23832,124.556,93.1111,67.8889,0.222219,0.596299,164.0,0.0,9.0,"sky"
19.0,-1.30213,21.1111,12.8889,10.3333,0.951852,0.8,11.0,0.0,9.0,"brickface"
20.8889,2.47906,32.0,32.0,-2.88889,0.918936,0.983192,119.0,0.0,9.0,"grass"
92.8889,-2.34487,125.889,100.778,58.1111,0.443054,0.344266,121.0,0.0,9.0,"sky"
12.4444,2.32489,20.7778,20.7778,-4.77778,1.22963,0.133333,231.0,0.0,9.0,"grass"
1.11111,-2.13309,6.44444,1.33333,10.4444,0.240741,0.088889,20.0,0.0,9.0,"window"
8.88889,1.94083,15.8889,15.8889,-9.44444,1.45551,0.879815,88.0,0.0,9.0,"grass"
37.8889,-1.993,50.6667,36.5556,26.8889,2.48924,0.750308,202.0,0.0,9.0,"path"
5.88889,-2.12184,14.3333,6.11111,16.6667,0.490653,0.471405,238.0,0.0,9.0,"window"
12.3333,1.93789,19.3333,19.3333,-9.66667,0.62361,0.344265,19.0,0.0,9.0,"grass"
18.6667,-2.18486,31.3333,19.7778,24.2222,0.459468,0.490653,185.0,0.0,9.0,"window"
58.2222,-1.98657,76.5556,56.1111,38.7778,0.711111,0.107409,135.0,0.0,9.0,"cement"
6.66667,-2.0793,12.8889,6.66667,12.4444,60.2407,10.5519,86.0,0.0,9.0,"window"
97.1111,-2.21166,128.889,100.667,60.0,0.41852,0.240742,64.0,0.0,9.0,"sky"
2.77778,-2.22625,11.5556,3.88889,16.4444,6.02963,1.44074,199.0,0.0,9.0,"foliage"
12.7778,2.44578,21.3333,21.3333,-2.77778,0.418518,0.388889,216.0,0.0,9.0,"grass"
56.7778,-2.08304,77.1111,56.5556,40.8889,0.177779,0.162964,120.0,0.0,9.0,"cement"
132.556,-2.26453,146.556,135.111,25.4444,0.255555,0.462964,181.0,0.0,9.0,"sky"
6.77778,-1.74926,10.7778,5.33333,9.44444,1.26491,1.12382,196.0,0.0,9.0,"window"
24.5556,-2.20267,35.8889,25.7778,21.4444,0.344265,0.45542,142.0,0.0,9.0,"window"
44.5556,-2.03308,64.0,43.5556,39.8889,2.17818,3.83213,7.0,0.111111,9.0,"cement"
40.4444,-2.10568,57.1111,40.6667,33.1111,4.18817,1.32777,52.0,0.0,9.0,"path"
25.5556,-2.40182,40.2222,29.7778,25.1111,16.5364,10.3825,14.0,0.0,9.0,"foliage"
13.3333,1.9053,19.8889,19.8889,-9.66667,0.712325,0.788811,8.0,0.0,9.0,"grass"
24.6667,-1.77611,35.2222,20.3333,25.4444,2.87407,2.32963,121.0,0.0,9.0,"brickface"
136.889,-2.52165,150.889,142.556,22.3333,5.05185,0.311116,122.0,0.0,9.0,"sky"
1.11111,-1.95982,3.0,0.777778,4.11111,0.951852,0.962963,37.0,0.0,9.0,"window"
54.8889,-2.16055,82.5556,56.6667,53.5556,1.22323,1.77221,18.0,0.0,9.0,"cement"
0.666667,-2.07124,3.77778,0.555556,6.33333,1.75185,0.077778,43.0,0.0,9.0,"window"
7.0,-1.27399,8.11111,3.55556,5.66667,0.088889,0.385185,38.0,0.0,9.0,"brickface"
16.0,-1.70283,23.8889,15.6667,13.4444,1.66889,1.77326,69.0,0.0,9.0,"foliage"
89.4444,-2.29755,122.222,95.7778,59.2222,0.843276,0.809666,66.0,0.0,9.0,"sky"
133.889,-2.33056,149.556,137.444,27.7778,1.22963,0.211111,181.0,0.0,9.0,"sky"
92.8889,-2.34379,124.111,100.333,55.0,0.691214,0.691214,84.0,0.0,9.0,"sky"
99.0,-2.40897,130.667,108.556,53.7778,0.712327,0.53403,162.0,0.0,9.0,"sky"
15.1111,2.50439,24.6667,24.6667,-2.0,0.562962,0.785184,20.0,0.0,9.0,"grass"
0.0,-2.0944,0.111111,0.0,0.222222,0.136083,0.136083,6.0,0.0,9.0,"foliage"
2.11111,-2.58723,6.77778,4.22222,7.22222,1.38243,2.27466,47.0,0.0,9.0,"foliage"
56.8889,-1.89298,69.3333,53.8889,27.8889,0.646929,2.08345,187.0,0.0,9.0,"cement"
99.4444,-2.1731,125.556,101.556,50.1111,0.685185,0.622222,86.0,0.0,9.0,"sky"
130.778,-2.2515,145.444,133.0,27.1111,0.71111,0.418517,172.0,0.0,9.0,"sky"
4.11111,-2.03415,11.4444,3.66667,15.1111,0.557773,0.250924,222.0,0.0,9.0,"window"
0.111111,-2.11097,3.0,0.222222,5.66667,1.33333,1.0963,123.0,0.0,9.0,"foliage"
117.111,-2.31077,141.222,122.111,43.2222,1.18518,0.385183,141.0,0.0,9.0,"sky"
48.5556,-2.00801,67.2222,46.8889,39.0,0.210818,0.250924,166.0,0.0,9.0,"path"
51.3333,-2.04516,71.6667,50.3333,41.6667,1.47196,1.08866,109.0,0.0,9.0,"cement"
21.3333,-1.57896,27.3333,16.1111,17.2222,5.58518,0.518519,98.0,0.0,9.0,"brickface"
0.333333,-2.24908,5.11111,1.11111,8.77778,1.44074,1.26296,204.0,0.0,9.0,"foliage"
6.88889,-1.06507,7.33333,3.22222,3.88889,0.507407,0.311111,183.0,0.0,9.0,"brickface"
135.111,-2.40159,150.111,139.444,25.6667,3.85555,0.255559,209.0,0.0,9.0,"sky"
12.7778,2.392,20.7778,20.7778,-3.55556,0.240741,0.418519,131.0,0.0,9.0,"grass"
0.0,-2.0944,0.666667,0.0,1.33333,0.118519,0.118519,35.0,0.0,9.0,"foliage"
0.222222,-2.0944,3.55556,0.222222,6.66667,0.774074,0.962964,73.0,0.0,9.0,"foliage"
52.8889,-1.99774,72.2222,51.0,40.5556,2.45553,0.64693,73.0,0.111111,9.0,"path"
29.7778,-2.28419,50.6667,33.6667,37.8889,99.0963,749.763,240.0,0.0,9.0,"foliage"
11.6667,1.94146,19.2222,19.2222,-10.2222,0.750309,0.720082,86.0,0.0,9.0,"grass"
5.11111,2.0793,11.1111,11.1111,-6.22222,1.18889,0.566667,103.0,0.0,9.0,"grass"
12.5556,1.9504,19.5556,19.5556,-9.44444,1.32777,2.14649,44.0,0.0,9.0,"grass"
8.22222,-0.985729,8.44444,4.0,3.77778,0.266667,0.240741,108.0,0.0,9.0,"brickface"
40.5556,-1.74855,46.3333,38.0,14.1111,4.95947,0.655461,166.0,0.0,9.0,"cement"
93.8889,-2.27085,128.889,99.7778,64.1111,1.00741,0.240742,92.0,0.0,9.0,"sky"
111.111,-2.29267,137.333,116.111,47.4444,0.829628,0.207408,217.0,0.0,9.0,"sky"
17.0,2.17552,28.5556,28.5556,-9.77778,1.36083,1.95126,75.0,0.0,9.0,"grass"
12.2222,2.56344,15.0,14.7778,-0.777778,5.51111,2.06296,76.0,0.0,9.0,"grass"
95.3333,-2.41946,129.0,105.778,56.8889,0.699204,0.516397,67.0,0.0,9.0,"sky"
54.7778,-2.04128,76.6667,53.5556,45.0,1.08866,1.30668,134.0,0.0,9.0,"path"
93.0,-2.25558,126.778,98.2222,62.3333,0.31111,0.240742,117.0,0.0,9.0,"sky"
38.0,-1.98458,49.6667,36.5556,24.7778,0.755556,2.32963,189.0,0.0,9.0,"cement"
7.44444,-0.787376,7.44444,3.22222,2.22222,0.374074,0.151852,98.0,0.0,9.0,"brickface"
20.5556,-1.65012,27.2222,15.7778,18.1111,0.966668,0.833334,31.0,0.0,9.0,"brickface"
55.1111,-1.99775,75.6667,53.0,43.2222,3.74759,2.31341,156.0,0.0,9.0,"path"
50.4444,-2.02178,71.4444,48.8889,43.5556,2.87067,3.27561,226.0,0.0,9.0,"path"
53.6667,-2.09104,74.5556,53.6667,41.7778,0.827759,1.65552,106.0,0.0,9.0,"cement"
62.4444,-2.09852,86.5556,62.5556,48.1111,1.10889,0.95258,40.0,0.0,9.0,"cement"
39.0,-2.0943,57.1111,39.0,36.2222,1.18634,0.779363,191.0,0.0,9.0,"cement"
22.8889,-1.67017,30.7778,17.5556,21.1111,1.18519,3.36296,94.0,0.0,9.0,"brickface"
49.0,-2.00961,68.0,47.3333,39.6667,2.0221,1.60093,176.0,0.0,9.0,"path"
1.33333,-1.97219,5.11111,0.777778,8.11111,0.162963,0.151852,42.0,0.0,9.0,"window"
6.77778,-0.675123,6.77778,2.44444,1.22222,0.151852,0.062963,193.0,0.0,9.0,"brickface"
4.0,-2.12552,10.4444,4.22222,12.6667,0.266667,0.477778,68.0,0.0,9.0,"window"
0.777778,-2.04226,4.11111,0.555556,6.88889,0.551852,0.477778,242.0,0.0,9.0,"window"
6.77778,2.31076,12.7778,12.7778,-3.55556,0.490653,1.06284,215.0,0.0,9.0,"grass"
2.22222,-2.38661,11.4444,4.88889,15.7778,1.54444,3.15556,132.0,0.0,9.0,"foliage"
52.6667,-2.03348,74.1111,51.3333,44.2222,1.78471,1.51535,134.0,0.0,9.0,"path"
0.555556,-2.16432,6.88889,1.0,12.2222,0.222222,0.374074,18.0,0.0,9.0,"foliage"
7.88889,-2.45157,18.5556,11.5556,17.6667,1.27802,1.5408,59.0,0.0,9.0,"foliage"
53.3333,-2.03065,75.6667,51.8889,46.1111,2.84149,1.85792,219.0,0.111111,9.0,"path"
35.2222,-2.03027,50.1111,34.6667,30.3333,0.699206,1.20646,51.0,0.0,9.0,"cement"
49.7778,-2.03826,69.7778,48.6667,41.1111,2.48924,1.58699,24.0,0.0,9.0,"path"
50.6667,-2.01537,70.2222,49.1111,40.6667,1.53116,2.70322,84.0,0.0,9.0,"path"
115.778,-2.36251,140.444,122.111,43.0,0.488889,0.740742,22.0,0.0,9.0,"sky"
45.4444,-1.99507,62.0,43.7778,34.7778,2.23524,2.88033,174.0,0.0,9.0,"path"
47.8889,-2.08475,69.2222,47.7778,42.7778,3.46677,2.64785,57.0,0.0,9.0,"path"
51.4444,-2.06489,71.8889,50.8889,41.4444,2.87067,2.88033,68.0,0.111111,9.0,"path"
0.777778,-2.15196,7.44444,1.22222,12.8889,3.0963,1.04074,32.0,0.0,9.0,"foliage"
52.8889,-2.08189,71.5556,52.4444,37.7778,4.43555,1.21868,134.0,0.0,9.0,"path"
7.33333,-2.13694,11.7778,7.55556,8.66667,0.45542,1.22927,132.0,0.0,9.0,"cement"
98.2222,-2.38738,130.333,107.222,55.2222,0.64693,0.172137,77.0,0.0,9.0,"sky"
0.555556,-2.18672,8.0,1.22222,14.2222,0.255556,1.54074,54.0,0.0,9.0,"foliage"
1.55556,-2.23424,7.77778,2.44444,11.5556,3.77778,0.222222,140.0,0.0,9.0,"foliage"
19.4444,-2.14867,29.4444,20.0,19.4444,0.389682,0.534027,218.0,0.0,9.0,"window"
38.0,-1.90835,48.2222,36.0,22.4444,59.5408,4.38519,198.0,0.0,9.0,"cement"
7.55556,-1.0108,7.88889,3.66667,3.66667,0.533333,0.196296,151.0,0.0,9.0,"brickface"
128.111,-2.28222,146.444,131.333,33.4444,1.44075,0.462963,236.0,0.0,9.0,"sky"
30.7778,-2.47015,42.8889,33.7778,21.2222,23.8963,8.1074,37.0,0.0,9.0,"path"
18.7778,-1.68129,25.6667,14.3333,18.2222,2.10741,2.0,6.0,0.0,9.0,"brickface"
22.4444,-1.71313,31.0,17.8889,21.6667,1.36667,1.3963,70.0,0.0,9.0,"brickface"
11.1111,2.2129,17.7778,17.7778,-5.11111,1.66296,0.340741,238.0,0.0,9.0,"grass"
0.888889,-1.80307,3.22222,0.0,5.55556,0.272166,0.182574,183.0,0.0,9.0,"window"
80.6667,-2.2357,118.778,85.8889,71.0,0.607411,1.44074,193.0,0.0,9.0,"sky"
11.7778,2.67077,19.2222,19.2222,0.777778,2.55185,1.30741,111.0,0.0,9.0,"grass"
113.222,-2.30531,141.111,118.889,50.1111,0.742867,0.712324,120.0,0.0,9.0,"sky"
13.0,-2.35462,36.0,18.6667,40.3333,0.421637,0.720082,106.0,0.0,9.0,"foliage"
10.1111,-2.1931,22.0,11.2222,22.6667,2.29411,1.49071,236.0,0.0,9.0,"window"
44.2222,-2.01443,62.2222,42.7778,37.4444,2.18497,4.01894,4.0,0.0,9.0,"path"
44.7778,-1.9876,60.6667,43.0,33.5556,1.12382,0.998145,205.0,0.0,9.0,"path"
53.4444,-2.14451,79.1111,54.6667,50.1111,0.658281,3.7619,79.0,0.0,9.0,"cement"
24.8889,-2.09439,36.7778,24.8889,23.7778,1.30668,1.80944,247.0,0.0,9.0,"cement"
2.88889,-2.41752,12.4444,5.88889,16.1111,1.1,4.3,55.0,0.0,9.0,"foliage"
16.6667,2.46794,26.8889,26.8889,-2.88889,1.78471,1.29529,112.0,0.0,9.0,"grass"
7.55556,-1.01148,8.0,3.66667,3.66667,0.388889,0.02963,196.0,0.0,9.0,"brickface"
37.7778,-1.9427,47.6667,36.1111,21.4444,0.711109,0.711111,187.0,0.0,9.0,"cement"
3.66667,-2.048,9.0,3.44444,10.8889,0.344444,1.00741,54.0,0.0,9.0,"window"
74.5556,-2.23905,116.889,80.4444,78.7778,0.507406,0.518519,226.0,0.0,9.0,"sky"
5.11111,-2.27555,14.1111,6.77778,16.3333,10.1074,22.5074,55.0,0.0,9.0,"foliage"
0.0,-2.0944,0.666667,0.0,1.33333,0.018519,0.02963,20.0,0.0,9.0,"foliage"
16.4444,2.09956,24.7778,24.7778,-8.33333,1.64204,1.06979,48.0,0.0,9.0,"grass"
19.5556,2.55739,29.8889,29.8889,-1.22222,1.35674,0.455421,44.0,0.0,9.0,"grass"
52.2222,-2.07387,73.4444,51.7778,42.8889,1.90516,0.632455,139.0,0.0,9.0,"path"
16.1111,2.41635,26.2222,26.2222,-3.88889,1.25462,0.490654,238.0,0.0,9.0,"grass"
43.7778,-1.97306,59.8889,41.6667,34.3333,1.24127,2.04396,182.0,0.0,9.0,"path"
7.44444,-1.02473,7.66667,3.33333,3.88889,0.107407,0.166667,146.0,0.0,9.0,"brickface"
26.7778,-1.95457,36.5556,25.5556,20.7778,14.6074,4.55185,47.0,0.0,9.0,"path"
52.6667,-1.97081,64.4444,53.0,23.2222,25.5375,1.23678,208.0,0.0,9.0,"cement"
93.2222,-2.27107,128.778,99.3333,65.0,0.477777,0.32963,95.0,0.0,9.0,"sky"
29.1111,-2.06811,41.6667,28.7778,25.4444,0.816497,1.6113,180.0,0.0,9.0,"cement"
20.1111,2.60401,30.8889,30.8889,-0.333333,0.389683,0.45542,52.0,0.0,9.0,"grass"
134.333,-2.29238,149.111,137.333,26.5556,0.162961,0.207407,18.0,0.0,9.0,"sky"
41.7778,-2.36049,61.1111,46.5556,33.8889,15.931,12.7954,45.0,0.111111,9.0,"foliage"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,9.0,"window"
4.11111,2.14836,8.33333,8.33333,-3.77778,6.61111,3.4963,173.0,0.0,9.0,"grass"
103.444,-2.08595,128.111,103.222,49.5556,0.240741,0.418521,59.0,0.0,9.0,"sky"
79.2222,-2.20841,118.0,83.4444,73.3333,0.429629,0.166668,177.0,0.0,9.0,"sky"
4.11111,2.07496,9.88889,9.88889,-6.0,0.062963,0.044444,247.0,0.0,9.0,"grass"
0.111111,-2.23903,3.33333,0.666667,5.88889,0.544331,0.45542,99.0,0.0,9.0,"foliage"
