@relation segment_challenge_part2
@attribute intensity-mean real
@attribute rawblue-mean real
@attribute exgreen-mean real
@attribute saturation-mean real
@attribute region-centroid-row real
@attribute exred-mean real
@attribute hedge-mean real
@attribute vedge-mean real
@attribute short-line-density-5 real
@attribute class{brickface,cement,foliage,grass,path,sky,window}
@data
19.0741,24.1111,-14.2222,0.401025,92.0,-0.888889,2.5,1.38889,0.0,"brickface"
16.9259,19.8889,-13.1111,0.376852,101.0,4.22222,1.77778,2.33333,0.0,"brickface"
104.889,123.444,-18.6667,0.250204,91.0,-37.0,0.722221,1.05556,0.0,"sky"
125.333,139.444,-13.6667,0.169635,62.0,-28.6667,1.66667,1.11111,0.0,"sky"
1.59259,3.88889,-2.11111,1.0,120.0,-4.77778,0.444444,0.333333,0.0,"foliage"
34.7037,57.3333,-25.4444,0.651133,73.0,-42.4444,9.44444,6.66667,0.0,"foliage"
19.5926,28.4444,-13.4444,0.472764,96.0,-13.1111,0.666666,0.5,0.0,"window"
0.62963,1.22222,-1.22222,0.277778,154.0,-0.555556,0.222222,0.944444,0.0,"window"
43.5185,53.0,-14.2222,0.274334,73.0,-14.2222,1.5,2.27778,0.0,"cement"
57.3333,70.0,-19.0,0.279561,190.0,-19.0,6.11111,3.05556,0.0,"path"
23.1481,32.0,-11.7778,0.430239,157.0,-14.7778,2.22222,2.44444,0.0,"cement"
6.25926,11.3333,-8.11111,0.687302,12.0,-7.11111,2.33333,0.444444,0.0,"window"
107.37,126.333,-17.4444,0.25416,68.0,-39.4444,0.722224,0.944444,0.0,"sky"
10.5926,15.6667,-7.44444,0.487864,146.0,-7.77778,1.11111,0.888889,0.111111,"cement"
61.037,76.2222,-22.7778,0.303179,62.0,-22.7778,0.944443,0.722222,0.0,"cement"
5.2963,6.22222,-6.88889,0.556437,143.0,4.11111,0.666667,0.5,0.0,"brickface"
42.1111,45.8889,-9.66667,0.152009,66.0,-1.66667,2.55556,1.27778,0.0,"cement"
22.6296,29.8889,-17.5556,0.438246,66.0,-4.22222,2.16667,2.55556,0.0,"brickface"
59.1111,74.0,-20.6667,0.31069,77.0,-24.0,0.666667,1.38889,0.0,"cement"
34.1111,42.2222,-13.0,0.290355,111.0,-11.3333,0.444445,16.2222,0.0,"cement"
12.8148,11.6667,13.2222,0.446035,244.0,-9.77778,1.11111,1.11111,0.111111,"grass"
21.7407,27.7778,-15.2222,0.399499,96.0,-2.88889,2.83333,2.11111,0.111111,"brickface"
40.963,50.1111,-9.22222,0.298124,162.0,-18.2222,14.1667,2.61111,0.0,"path"
17.963,21.8889,-14.5556,0.399751,85.0,2.77778,1.77778,1.44444,0.0,"brickface"
56.2963,71.0,-22.8889,0.316026,68.0,-21.2222,0.777777,0.833332,0.0,"cement"
32.5556,39.6667,-11.3333,0.27036,185.0,-10.0,6.22222,2.94444,0.0,"path"
13.5185,19.4444,-2.55556,0.637421,76.0,-15.2222,7.83333,7.77778,0.0,"foliage"
43.963,53.8889,-15.5556,0.28083,201.0,-14.2222,2.83333,3.0,0.0,"path"
49.7407,61.0,-20.2222,0.294787,176.0,-13.5556,1.5,2.88889,0.0,"path"
39.2222,47.5556,-14.6667,0.282411,122.0,-10.3333,11.4444,0.833333,0.0,"cement"
7.18518,12.1111,-8.55556,0.641018,90.0,-6.22222,0.388889,0.777778,0.0,"window"
114.259,132.333,-14.4444,0.236733,19.0,-39.7778,0.888888,0.944444,0.0,"sky"
118.667,135.778,-15.0,0.215088,13.0,-36.3333,1.0,1.27778,0.0,"sky"
28.8519,36.2222,-9.22222,0.32175,112.0,-12.8889,0.555555,1.05556,0.0,"window"
15.1852,14.8889,10.1111,0.35037,191.0,-9.22222,3.11111,1.27778,0.111111,"grass"
0.703704,1.22222,-1.11111,0.537037,41.0,-0.444444,0.222222,0.833333,0.0,"window"
18.5926,23.8889,-1.11111,0.476884,70.0,-14.7778,7.94444,11.5,0.0,"foliage"
5.22222,9.77778,-4.33333,0.824784,96.0,-9.33333,2.33333,3.83333,0.0,"foliage"
40.8889,51.7778,-12.3333,0.339618,160.0,-20.3333,13.1667,2.61111,0.0,"path"
109.963,127.444,-15.2222,0.234504,54.0,-37.2222,0.666667,0.777776,0.0,"sky"
61.4074,76.5556,-22.2222,0.299579,193.0,-23.2222,2.22222,3.27778,0.0,"path"
46.2963,51.1111,-12.5556,0.176156,73.0,-1.88889,0.777777,1.72222,0.0,"cement"
65.7037,79.4444,-22.4444,0.266776,57.0,-18.7778,0.999999,1.38889,0.0,"cement"
8.18519,6.44444,10.1111,0.486717,220.0,-4.88889,3.66667,3.05556,0.0,"grass"
1.77778,3.22222,-2.33333,0.612963,148.0,-2.0,1.11111,1.66667,0.111111,"window"
3.03704,6.11111,-5.44444,0.797884,140.0,-3.77778,0.333333,0.166667,0.0,"window"
5.55556,6.66667,-7.33333,0.561508,128.0,4.0,0.666667,0.5,0.0,"brickface"
11.2593,16.5556,-7.11111,0.500944,31.0,-8.77778,5.05556,2.11111,0.0,"window"
61.9259,77.0,-22.7778,0.297221,96.0,-22.4444,0.833333,0.944445,0.0,"cement"
45.8148,53.8889,-15.4444,0.245206,79.0,-8.77778,0.888889,0.444445,0.0,"cement"
22.5926,31.1111,-17.7778,0.462752,42.0,-7.77778,1.38889,1.05556,0.111111,"brickface"
68.1111,82.6667,-22.6667,0.267258,94.0,-21.0,0.888888,1.38889,0.111111,"cement"
7.33333,5.44444,11.6667,0.53582,191.0,-6.0,1.5,1.0,0.0,"grass"
24.8148,31.5556,-18.7778,0.412094,80.0,-1.44444,3.0,3.55556,0.0,"brickface"
2.14815,5.66667,-4.44444,0.987654,103.0,-6.11111,1.11111,0.666667,0.0,"foliage"
0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,"window"
59.0,74.4444,-23.3333,0.314606,72.0,-23.0,1.44444,1.22222,0.0,"cement"
0.259259,0.777778,-0.777778,0.777778,137.0,-0.777778,0.111111,0.055556,0.0,"foliage"
124.556,140.889,-15.0,0.196297,33.0,-34.0,0.888888,0.888889,0.0,"sky"
21.8519,28.0,-16.5556,0.416239,103.0,-1.88889,1.83333,2.16667,0.111111,"brickface"
122.259,138.778,-14.1111,0.204147,58.0,-35.4444,1.44444,0.833335,0.0,"sky"
44.7037,58.2222,-17.7778,0.361284,134.0,-22.7778,1.0,2.11111,0.111111,"cement"
58.8148,72.5556,-20.1111,0.286791,194.0,-21.1111,6.44444,3.72222,0.0,"path"
24.0741,22.4444,19.4444,0.371695,242.0,-14.5556,4.66667,2.72222,0.0,"grass"
6.40741,6.0,1.77778,0.191049,245.0,-0.555556,3.16667,1.88889,0.0,"grass"
102.481,125.667,-26.1111,0.299583,25.0,-43.4444,0.833333,0.611111,0.0,"sky"
19.037,17.0,17.8889,0.395599,161.0,-11.7778,1.61111,0.888889,0.0,"grass"
40.4444,49.4444,-9.0,0.307814,162.0,-18.0,14.9444,2.38889,0.0,"path"
15.3704,12.4444,16.8889,0.420244,183.0,-8.11111,2.16667,1.5,0.0,"grass"
50.5926,62.3333,-21.1111,0.300945,184.0,-14.1111,2.77778,1.66667,0.0,"path"
136.481,146.222,-13.4444,0.103336,35.0,-15.7778,0.722221,0.277779,0.0,"sky"
19.1481,17.6667,17.8889,0.416762,201.0,-13.4444,2.44444,1.44444,0.111111,"grass"
14.1852,20.5556,-8.22222,0.485044,79.0,-10.8889,4.77778,1.94444,0.0,"window"
42.7778,54.4444,-17.6667,0.318271,102.0,-17.3333,7.94444,0.888889,0.0,"cement"
110.593,128.667,-12.7778,0.247776,33.0,-41.4444,0.500001,0.499999,0.0,"sky"
100.519,119.889,-18.2222,0.272403,104.0,-39.8889,1.83333,1.72222,0.0,"sky"
62.037,78.1111,-25.4444,0.314683,191.0,-22.7778,2.88889,3.72222,0.0,"path"
1.14815,3.0,-2.77778,1.0,120.0,-2.77778,0.5,0.333333,0.0,"foliage"
93.4444,117.111,-28.3333,0.323421,72.0,-42.6667,1.16667,1.0,0.0,"sky"
67.4444,79.0,-8.66667,0.306281,87.0,-26.0,44.7222,24.3889,0.0,"foliage"
6.66667,7.88889,-8.33333,0.53858,115.0,4.66667,0.333333,0.166667,0.0,"brickface"
54.7037,69.0,-22.4444,0.317362,200.0,-20.4444,4.83333,2.88889,0.0,"path"
5.44444,7.33333,-7.66667,0.603175,114.0,2.0,0.444444,0.277778,0.0,"brickface"
16.1111,15.0,16.0,0.44538,245.0,-12.6667,1.05556,1.5,0.111111,"grass"
33.0,41.0,-12.0,0.286834,175.0,-12.0,5.66667,1.16667,0.0,"path"
4.14815,9.0,-5.44444,0.9109,99.0,-9.11111,3.05556,1.61111,0.0,"foliage"
50.3333,62.2222,-18.6667,0.296328,197.0,-17.0,4.94444,4.22222,0.0,"path"
62.2593,75.3333,-21.7778,0.269218,111.0,-17.4444,0.555555,1.22222,0.0,"cement"
28.6296,37.6667,-19.5556,0.41394,56.0,-7.55556,2.72222,2.66667,0.0,"brickface"
0.703704,2.0,-1.77778,1.0,123.0,-2.11111,0.444444,0.166667,0.0,"foliage"
15.3704,13.5556,14.2222,0.387412,175.0,-8.77778,2.83333,1.16667,0.0,"grass"
125.778,140.222,-12.6667,0.175849,52.0,-30.6667,1.33333,0.388889,0.0,"sky"
11.6296,9.22222,13.4444,0.464325,209.0,-6.22222,1.38889,1.72222,0.0,"grass"
123.0,137.444,-12.0,0.180972,58.0,-31.3333,0.888891,0.555556,0.0,"sky"
125.778,141.0,-15.3333,0.179629,68.0,-30.3333,0.777779,1.05556,0.0,"sky"
46.8889,57.7778,-18.0,0.292226,190.0,-14.6667,2.05556,2.0,0.0,"path"
15.7037,15.1111,11.5556,0.365232,196.0,-9.77778,2.38889,1.38889,0.0,"grass"
132.259,145.444,-11.1111,0.155825,13.0,-28.4444,1.16667,0.611115,0.0,"sky"
7.33333,5.44444,11.6667,0.53582,191.0,-6.0,1.5,1.0,0.0,"grass"
51.0741,63.2222,-17.8889,0.298958,190.0,-18.5556,5.05556,3.05556,0.0,"path"
5.85185,6.88889,-7.55556,0.549603,122.0,4.44444,0.777778,0.555555,0.0,"brickface"
1.40741,3.77778,-2.88889,1.0,138.0,-4.22222,0.888889,0.888889,0.0,"foliage"
101.926,124.556,-26.4444,0.292503,45.0,-41.4444,1.0,1.05556,0.0,"sky"
17.6667,21.1111,-14.3333,0.388756,108.0,4.0,1.38889,1.33333,0.0,"brickface"
25.963,25.0,18.1111,0.347783,169.0,-15.2222,1.0,1.16667,0.0,"grass"
106.519,125.889,-17.2222,0.262093,82.0,-40.8889,0.611111,0.555556,0.0,"sky"
15.8148,14.2222,14.8889,0.400903,198.0,-10.1111,1.11111,1.0,0.111111,"grass"
2.96296,6.44444,-4.88889,0.829233,134.0,-5.55556,0.611111,0.666667,0.0,"window"
10.8148,7.66667,15.2222,0.524328,211.0,-5.77778,2.44444,1.38889,0.222222,"grass"
41.7037,50.6667,-15.4444,0.278387,193.0,-11.4444,3.38889,1.11111,0.0,"path"
8.77778,14.3333,-8.0,0.588823,61.0,-8.66667,0.722222,0.666667,0.0,"window"
14.2222,11.0,15.3333,0.431152,184.0,-5.66667,0.833333,0.555555,0.0,"grass"
23.2593,31.3333,-10.4444,0.404099,84.0,-13.7778,0.499999,0.611111,0.0,"window"
63.6296,76.5556,-22.5556,0.267219,104.0,-16.2222,2.0,0.944445,0.0,"cement"
8.74074,12.8889,-6.22222,0.392385,155.0,-6.22222,5.38889,4.27778,0.0,"window"
108.889,128.889,-24.6667,0.246491,49.0,-35.3333,0.722225,0.944447,0.0,"sky"
6.07407,11.5556,-6.55556,0.773815,100.0,-9.88889,2.44444,2.38889,0.0,"foliage"
16.5926,15.6667,14.2222,0.400756,169.0,-11.4444,1.94444,0.833333,0.0,"grass"
63.4815,77.1111,-20.7778,0.26938,102.0,-20.1111,0.666667,0.777778,0.0,"cement"
138.074,146.556,-8.88889,0.096263,27.0,-16.5556,0.5,0.722221,0.0,"sky"
7.62963,10.7778,-6.88889,0.512566,95.0,-2.55556,1.33333,1.72222,0.0,"window"
28.7407,35.8889,-8.88889,0.315484,111.0,-12.5556,0.555555,1.11111,0.0,"window"
50.7037,64.0,-21.4444,0.321345,154.0,-18.4444,3.83333,3.05555,0.0,"cement"
46.0741,57.1111,-16.2222,0.294045,196.0,-16.8889,6.77778,1.44444,0.0,"path"
31.8519,40.2222,-6.22222,0.395671,71.0,-18.8889,21.8889,13.0556,0.0,"foliage"
15.0,11.7778,14.6667,0.408885,199.0,-5.0,1.38889,1.66667,0.0,"grass"
26.7407,35.2222,-19.2222,0.4223,60.0,-6.22222,2.88889,2.27778,0.0,"brickface"
143.444,150.889,-2.66667,0.092773,11.0,-19.6667,2.88889,1.0,0.0,"sky"
1.62963,3.0,-2.55556,0.855556,130.0,-1.55556,1.27778,0.777778,0.0,"window"
64.7037,82.5556,-24.1111,0.335115,43.0,-29.4444,1.55556,1.88889,0.0,"cement"
1.66667,3.77778,-3.33333,0.917989,137.0,-3.0,1.38889,0.166667,0.0,"window"
6.22222,8.11111,-8.0,0.559171,112.0,2.33333,1.0,0.555556,0.0,"brickface"
18.0741,22.5556,-7.22222,0.386612,139.0,-6.22222,2.11111,2.83333,0.0,"foliage"
102.481,122.222,-20.1111,0.268118,109.0,-39.1111,1.0,0.833332,0.0,"sky"
140.296,149.556,-8.55556,0.104639,15.0,-19.2222,1.44444,0.833336,0.0,"sky"
105.778,124.111,-16.3333,0.251552,86.0,-38.6667,1.16667,0.833335,0.0,"sky"
112.741,130.667,-12.5556,0.242294,14.0,-41.2222,0.611113,0.944445,0.0,"sky"
19.5556,18.8889,15.3333,0.387467,170.0,-13.3333,1.11111,0.777778,0.0,"grass"
0.037037,0.111111,-0.111111,0.111111,118.0,-0.111111,0.055556,0.055556,0.0,"foliage"
4.37037,6.77778,-0.444444,0.732926,119.0,-6.77778,1.33333,2.27778,0.111111,"foliage"
60.037,69.3333,-18.4444,0.222808,120.0,-9.44444,1.27778,2.22222,0.0,"cement"
108.852,125.556,-21.8889,0.207702,67.0,-28.2222,1.05556,1.0,0.0,"sky"
136.407,145.444,-10.2222,0.10071,31.0,-16.8889,0.666664,0.722221,0.0,"sky"
6.40741,11.4444,-8.22222,0.680808,62.0,-6.88889,0.666667,0.277778,0.0,"window"
1.11111,3.0,-2.66667,0.986111,136.0,-3.0,0.666667,0.555555,0.0,"foliage"
126.815,141.222,-14.1111,0.170718,31.0,-29.1111,1.22222,1.44444,0.0,"sky"
54.2222,67.2222,-22.0,0.302539,185.0,-17.0,2.0,1.94444,0.0,"path"
57.7778,71.6667,-22.3333,0.298892,111.0,-19.3333,1.5,1.44444,0.0,"cement"
21.5926,27.3333,-16.4444,0.408211,119.0,-0.777778,2.55556,1.44444,0.222222,"brickface"
2.18519,5.11111,-3.22222,0.96142,116.0,-5.55556,1.05556,1.05556,0.0,"foliage"
5.7037,7.0,-7.44444,0.566138,111.0,3.55556,1.05556,0.666667,0.0,"brickface"
141.556,150.111,-6.33333,0.099836,11.0,-19.3333,2.16667,0.833333,0.0,"sky"
16.1852,15.0,13.7778,0.383167,208.0,-10.2222,0.611111,1.38889,0.0,"grass"
0.222222,0.666667,-0.666667,0.333333,135.0,-0.666667,0.222222,0.222222,0.0,"foliage"
1.33333,3.55556,-3.33333,0.968254,117.0,-3.33333,0.611111,1.55556,0.0,"foliage"
58.7037,72.2222,-23.1111,0.294187,201.0,-17.4444,4.44444,0.722223,0.0,"path"
38.037,50.6667,-13.1111,0.464912,75.0,-24.7778,10.2222,29.2222,0.0,"foliage"
13.7407,10.3333,16.4444,0.463329,187.0,-6.22222,1.44444,1.11111,0.0,"grass"
7.07407,5.0,12.1111,0.593124,216.0,-5.88889,0.833333,1.5,0.0,"grass"
14.4815,11.3333,15.2222,0.422174,233.0,-5.77778,2.11111,2.22222,0.0,"grass"
6.74074,8.0,-8.22222,0.524471,123.0,4.44444,0.666667,0.611111,0.0,"brickface"
41.6296,46.3333,-10.8889,0.178875,66.0,-3.22222,5.27778,0.777777,0.0,"cement"
107.519,128.889,-23.2222,0.271501,46.0,-40.8889,1.11111,0.611112,0.0,"sky"
121.519,137.333,-16.2222,0.190912,45.0,-31.2222,1.55556,0.888888,0.111111,"sky"
21.1481,17.8889,22.2222,0.417218,240.0,-12.4444,2.11111,2.44444,0.0,"grass"
13.3704,13.1111,4.22222,0.203249,249.0,-3.44444,2.33333,2.05556,0.111111,"grass"
110.037,129.0,-12.7778,0.260966,40.0,-44.1111,0.666667,0.666665,0.0,"sky"
61.6667,76.6667,-24.3333,0.302994,191.0,-20.6667,1.44444,1.38889,0.0,"path"
106.0,126.778,-23.3333,0.266391,44.0,-39.0,1.33333,1.27778,0.0,"sky"
41.4074,49.6667,-14.5556,0.265535,79.0,-10.2222,1.33333,2.72222,0.0,"cement"
5.7037,6.44444,-7.44444,0.565476,135.0,5.22222,1.05556,0.611111,0.0,"brickface"
21.1852,27.2222,-16.2222,0.419469,62.0,-1.88889,1.83333,1.83333,0.0,"brickface"
61.2593,75.6667,-24.7778,0.300242,188.0,-18.4444,5.0,4.27778,0.0,"path"
56.9259,71.4444,-24.1111,0.315862,176.0,-19.4444,2.38889,3.05555,0.0,"path"
60.6296,74.5556,-20.8889,0.287325,65.0,-20.8889,2.27778,2.22222,0.222222,"cement"
70.5185,86.5556,-23.8889,0.286238,17.0,-24.2222,1.44445,1.27778,0.0,"cement"
45.037,57.1111,-18.1111,0.322733,101.0,-18.1111,1.11111,1.11111,0.0,"cement"
23.7407,30.7778,-18.5556,0.429897,67.0,-2.55556,1.55556,2.55556,0.0,"brickface"
54.7778,68.0,-22.3333,0.304126,187.0,-17.3333,2.33333,1.77778,0.0,"path"
2.40741,5.11111,-4.88889,0.849735,135.0,-3.22222,0.444444,0.388889,0.0,"window"
4.81482,5.22222,-7.11111,0.646164,142.0,5.88889,1.72222,0.388889,0.111111,"brickface"
6.22222,10.4444,-6.0,0.617593,135.0,-6.66667,0.333333,0.833333,0.0,"window"
1.81481,4.11111,-3.77778,0.896296,89.0,-3.11111,0.944445,0.5,0.0,"window"
9.18519,8.0,10.7778,0.482192,235.0,-7.22222,1.05556,1.38889,0.0,"grass"
6.18518,11.4444,-3.88889,0.833935,134.0,-11.8889,1.5,2.66667,0.0,"foliage"
59.3704,74.1111,-24.1111,0.307458,187.0,-20.1111,2.11111,1.88889,0.0,"path"
2.81481,6.88889,-5.44444,0.926146,90.0,-6.77778,0.666667,1.05556,0.0,"foliage"
12.6667,18.5556,-3.33333,0.585775,141.0,-14.3333,2.16667,2.38889,0.111111,"foliage"
60.2963,75.6667,-25.2222,0.314462,176.0,-20.8889,5.11111,2.11111,0.0,"path"
40.0,50.1111,-16.0,0.310101,64.0,-14.3333,0.666667,17.5,0.0,"cement"
56.0741,69.7778,-22.2222,0.303912,205.0,-18.8889,2.38889,2.22222,0.0,"path"
56.6667,70.2222,-22.6667,0.300817,200.0,-18.0,2.5,4.72222,0.0,"path"
126.111,140.444,-12.0,0.175605,57.0,-31.0,0.666665,0.888888,0.0,"sky"
50.4074,62.0,-19.8889,0.293991,188.0,-14.8889,3.61111,2.88889,0.0,"path"
54.963,69.2222,-21.5556,0.317006,199.0,-21.2222,6.38889,3.83333,0.0,"path"
58.0741,71.8889,-21.5556,0.291301,198.0,-19.8889,3.05556,2.88889,0.0,"path"
3.14815,7.44444,-5.77778,0.919597,95.0,-7.11111,2.22222,1.27778,0.0,"foliage"
58.963,71.5556,-19.5556,0.273444,194.0,-18.2222,5.22222,2.61111,0.0,"path"
8.88889,11.7778,-4.0,0.380483,84.0,-4.66667,0.888889,3.0,0.0,"cement"
111.926,130.333,-14.1111,0.24634,36.0,-41.1111,1.05556,0.555556,0.0,"sky"
3.25926,8.0,-6.11111,0.944811,91.0,-8.11111,0.833333,1.44444,0.0,"foliage"
3.92593,7.77778,-4.44444,0.853199,125.0,-7.11111,2.66667,0.666667,0.0,"foliage"
22.963,29.4444,-8.88889,0.339149,115.0,-10.5556,0.388889,0.944444,0.0,"window"
40.7407,48.2222,-14.2222,0.248999,127.0,-8.22222,8.55556,2.44444,0.0,"cement"
6.22222,7.44444,-7.66667,0.537919,114.0,4.0,1.0,0.611111,0.0,"brickface"
135.296,146.444,-11.8889,0.125137,42.0,-21.5556,1.38889,0.722224,0.0,"sky"
35.8148,42.8889,-6.11111,0.273647,165.0,-15.1111,16.4444,2.38889,0.0,"path"
19.5926,25.6667,-15.7778,0.442861,51.0,-2.44444,1.61111,1.66667,0.0,"brickface"
23.7778,31.0,-17.6667,0.420823,60.0,-4.0,2.16667,0.944445,0.0,"brickface"
13.5926,11.8889,12.5556,0.376253,180.0,-7.44444,1.72222,0.555556,0.111111,"grass"
1.37037,3.22222,-4.11111,1.0,139.0,-1.44444,0.222222,0.166667,0.0,"window"
95.1111,118.778,-27.6667,0.320664,66.0,-43.3333,0.888888,1.38889,0.111111,"sky"
15.6296,15.8889,10.7778,0.388096,235.0,-11.5556,2.72222,1.61111,0.0,"grass"
124.407,141.111,-16.5556,0.197569,51.0,-33.5556,2.05555,1.05555,0.0,"sky"
22.5556,36.0,-11.6667,0.638541,107.0,-28.6667,0.666667,1.11111,0.0,"foliage"
14.4444,22.0,-9.66667,0.547232,38.0,-13.0,2.94444,1.33333,0.111111,"window"
49.7407,62.2222,-20.8889,0.314278,210.0,-16.5556,5.72222,4.72222,0.0,"path"
49.4815,60.6667,-19.4444,0.290788,190.0,-14.1111,1.61111,1.27778,0.0,"path"
62.4074,79.1111,-23.2222,0.324556,28.0,-26.8889,0.833333,4.27778,0.0,"cement"
28.8519,36.7778,-11.8889,0.331663,115.0,-11.8889,1.38889,3.55556,0.0,"cement"
7.07407,12.4444,-3.55556,0.775282,80.0,-12.5556,1.83333,1.83333,0.111111,"foliage"
21.2963,20.3333,16.7778,0.381912,201.0,-13.8889,3.11111,2.83333,0.0,"grass"
6.22222,7.44444,-7.66667,0.542108,124.0,4.0,0.833333,0.222222,0.0,"brickface"
40.5185,47.6667,-13.2222,0.24473,80.0,-8.22222,1.33333,1.33333,0.0,"cement"
5.37037,9.0,-5.77778,0.630471,133.0,-5.11111,0.5,1.55556,0.0,"window"
90.6296,116.889,-30.5556,0.362062,83.0,-48.2222,1.05555,0.888889,0.0,"sky"
8.66667,14.1111,-5.66667,0.705482,108.0,-10.6667,3.38889,6.38889,0.0,"foliage"
0.222222,0.666667,-0.666667,0.666667,137.0,-0.666667,0.277778,0.111111,0.0,"foliage"
19.2222,16.4444,16.6667,0.349656,173.0,-8.33333,1.44444,1.16667,0.0,"grass"
24.5185,24.1111,16.1111,0.347032,162.0,-14.8889,1.94444,0.888888,0.0,"grass"
59.1481,73.4444,-22.1111,0.29644,185.0,-20.7778,1.22222,2.0,0.0,"path"
20.5185,19.2222,17.1111,0.385282,211.0,-13.2222,1.61111,1.05556,0.111111,"grass"
48.4444,59.8889,-20.3333,0.304522,186.0,-14.0,1.77778,3.66667,0.111111,"path"
6.03704,7.33333,-8.11111,0.563492,124.0,4.22222,0.388889,0.5,0.0,"brickface"
29.6296,36.5556,-12.2222,0.297413,189.0,-8.55556,5.88889,2.27778,0.0,"path"
56.7037,64.4444,-11.1111,0.19713,65.0,-12.1111,26.4444,1.38889,0.0,"cement"
107.111,128.778,-23.3333,0.275957,47.0,-41.6667,1.5,0.72222,0.0,"sky"
33.1852,41.6667,-13.2222,0.309461,116.0,-12.2222,1.33333,2.94445,0.0,"cement"
25.4444,25.3333,16.3333,0.349112,170.0,-16.0,0.944444,0.555556,0.0,"grass"
140.259,149.111,-8.77778,0.09906,13.0,-17.7778,1.11111,0.888891,0.0,"sky"
49.8148,61.1111,-9.77778,0.358975,108.0,-24.1111,27.2778,25.5,0.0,"foliage"
0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,"window"
5.59259,4.33333,8.22222,0.561254,219.0,-4.44444,2.83333,2.77778,0.0,"grass"
111.593,128.111,-25.1111,0.197734,96.0,-24.4444,0.611112,0.611111,0.0,"sky"
93.5556,118.0,-30.3333,0.328603,85.0,-43.0,0.888888,0.833333,0.0,"sky"
6.0,4.0,11.6667,0.617059,197.0,-5.66667,0.611111,0.333333,0.0,"grass"
1.37037,3.33333,-2.11111,0.977778,130.0,-3.77778,0.555555,0.555555,0.0,"foliage"
43.2222,53.6667,-12.0,0.300182,162.0,-19.3333,11.6667,1.5,0.0,"path"
3.59259,5.77778,-3.77778,0.599735,152.0,-2.77778,0.833333,0.222222,0.0,"window"
134.333,145.556,-13.3333,0.124312,54.0,-20.3333,1.0,1.16667,0.0,"sky"
117.0,134.111,-13.0,0.222856,14.0,-38.3333,1.66667,1.05556,0.0,"sky"
17.963,21.8889,-14.5556,0.399751,85.0,2.77778,1.77778,1.44444,0.0,"brickface"
101.852,123.222,-25.8889,0.276784,74.0,-38.2222,0.500001,0.333335,0.0,"sky"
1.22222,3.55556,-3.66667,1.0,142.0,-3.33333,0.222222,0.277778,0.0,"window"
27.1852,36.8889,-20.2222,0.445652,68.0,-8.88889,2.16667,1.44444,0.0,"brickface"
55.7407,69.6667,-23.5556,0.312366,183.0,-18.2222,4.66667,2.72222,0.111111,"path"
0.777778,1.66667,-1.33333,0.705556,152.0,-1.33333,0.833333,0.777778,0.0,"window"
16.4815,25.8889,-9.11111,0.613385,128.0,-19.1111,2.44444,2.94444,0.111111,"foliage"
8.85185,14.5556,-8.55556,0.607768,58.0,-8.55556,0.277778,1.33333,0.0,"window"
124.444,141.667,-14.0,0.210162,23.0,-37.6667,1.16667,1.05555,0.0,"sky"
127.407,142.222,-14.5556,0.174209,40.0,-29.8889,1.22222,1.16666,0.0,"sky"
125.259,140.222,-16.1111,0.174948,43.0,-28.7778,1.11111,1.16667,0.0,"sky"
13.4444,11.8889,15.0,0.457643,224.0,-10.3333,0.944444,1.38889,0.0,"grass"
23.037,29.8889,-17.4444,0.423346,106.0,-3.11111,1.61111,1.61111,0.111111,"brickface"
16.3704,14.6667,12.8889,0.333856,211.0,-7.77778,1.66667,1.66667,0.0,"grass"
16.3704,26.4444,-13.7778,0.601444,127.0,-16.4444,1.27778,1.05556,0.0,"foliage"
1.14815,2.77778,-1.77778,0.984127,124.0,-3.11111,0.555556,1.11111,0.111111,"foliage"
105.926,124.889,-14.7778,0.26422,81.0,-42.1111,0.722224,0.722224,0.0,"sky"
50.2963,62.1111,-20.8889,0.302421,176.0,-14.5556,1.55556,1.94445,0.0,"path"
2.92593,5.66667,-3.11111,0.862771,87.0,-5.11111,1.88889,1.55556,0.0,"foliage"
1.33333,3.33333,-2.33333,0.984127,120.0,-3.66667,0.833333,0.777778,0.0,"foliage"
135.926,145.556,-10.7778,0.107616,31.0,-18.1111,1.33333,1.11111,0.0,"sky"
22.8889,29.7778,-17.3333,0.422223,92.0,-3.33333,1.77778,3.33333,0.111111,"brickface"
3.81481,7.22222,-2.11111,0.867665,112.0,-8.11111,1.55556,1.33333,0.111111,"foliage"
59.9259,74.8889,-25.4444,0.312892,189.0,-19.4444,1.44444,1.55556,0.0,"path"
41.8148,53.6667,-18.4444,0.334962,109.0,-17.1111,1.05556,1.16667,0.0,"cement"
58.8889,74.5556,-22.3333,0.322931,42.0,-24.6667,1.33333,2.61111,0.0,"cement"
14.3333,14.0,11.3333,0.399901,241.0,-10.3333,1.55556,2.05556,0.0,"grass"
1.25926,1.55556,-0.777778,0.116667,40.0,-0.111111,0.055556,1.88889,0.0,"window"
17.2222,20.1111,-14.0,0.393691,114.0,5.33333,3.88889,1.38889,0.333333,"brickface"
25.963,34.7778,-18.5556,0.429663,75.0,-7.88889,2.22222,2.83333,0.0,"brickface"
0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,"window"
137.074,147.444,-11.2222,0.115302,42.0,-19.8889,1.16667,1.11111,0.0,"sky"
