@relation ionosphere_part2
@attribute a05 real
@attribute a29 real
@attribute a08 real
@attribute a23 real
@attribute a17 real
@attribute a11 real
@attribute a14 real
@attribute a20 real
@attribute a32 real
@attribute a26 real
@attribute a02 real
@attribute class{b,g}
@data
0.0,0.0,-1.0,-0.2,0.0,0.07595,0.0,0.0,-1.0,0.35696,0.0,"b"
0.89818,0.84352,-0.01822,0.82851,0.87138,0.82208,0.01179,-0.02358,-0.18542,-0.19507,0.0,"g"
0.0,-0.27917,0.0,0.0,0.16458,0.58958,0.0,-0.18333,0.0,-0.40833,0.0,"b"
0.92007,0.85536,0.01359,0.88907,0.86025,0.90103,-0.01033,-0.04024,-0.12452,-0.14138,0.0,"g"
1.0,0.0,-0.02,1.0,1.0,1.0,0.19556,0.0,0.11778,0.0,0.0,"b"
0.85143,0.82571,0.00714,0.84286,0.82857,0.87571,-0.06714,-0.11857,-0.05,-0.06857,0.0,"g"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"b"
0.43117,0.43117,-0.04156,0.49091,0.52727,0.44675,-0.11948,-0.01039,-0.05455,0.0,0.0,"g"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"b"
1.0,0.01033,1.0,-0.16178,-0.43663,-0.13336,0.60793,0.00678,-0.04142,-0.12744,0.0,"g"
0.0,0.0,1.0,1.0,0.0,0.0,-0.11111,1.0,0.0,0.0,0.0,"b"
0.64099,0.52573,0.86625,-0.13013,-0.81136,-0.42173,0.5156,-0.38102,-0.05938,-0.66421,0.0,"g"
0.0,0.0,0.0,1.0,0.0,0.0,0.37333,-1.0,0.0,0.0,0.0,"b"
0.59573,0.72478,0.94537,0.26384,-0.77356,-0.62526,0.33652,-0.73285,0.38915,-0.5591,0.0,"g"
0.15236,0.27657,0.74003,0.02668,-0.13117,-0.10312,0.25786,-0.44615,0.13296,-0.06295,0.0,"g"
0.5404,0.66592,0.89402,0.51109,-0.59714,-0.70086,0.21909,-0.87787,0.70011,-0.27734,0.0,"g"
0.59085,0.51384,-0.07461,0.5006,0.67509,0.62455,0.0722,0.0,-0.00963,0.14079,0.0,"g"
0.70772,0.30882,0.16912,0.52022,1.0,0.81434,0.00551,0.05147,0.07458,-0.15809,0.0,"g"
0.78157,0.55077,0.02647,0.63878,0.68615,0.77538,0.0506,0.16308,0.09207,-0.07231,0.0,"g"
0.84803,0.62235,0.00301,0.74635,0.80622,0.75813,0.00585,-0.03536,0.0119,-0.04243,0.0,"g"
0.38696,0.38696,0.06522,0.32174,0.35652,0.35652,0.04783,0.14783,0.14783,-0.0087,0.0,"g"
0.78129,-0.18226,0.28068,0.02066,0.33354,0.65917,0.60814,0.63548,0.51701,0.63183,0.0,"g"
1.0,-0.31713,0.33044,-0.01734,0.29452,0.74977,0.71942,0.79777,0.54522,0.75596,0.0,"g"
0.87001,-0.50314,0.43388,-0.30263,0.09134,0.54003,0.76161,0.76261,0.19172,0.50489,0.0,"g"
0.90946,-0.67929,0.4996,-0.33023,0.17959,0.59215,0.83614,0.93109,0.42488,0.76482,0.0,"g"
0.8609,-0.64511,0.45747,-0.43087,0.00396,0.50376,0.81795,0.77853,0.13667,0.53886,0.0,"g"
0.63935,-0.2754,0.525,-0.40533,-0.27491,0.13753,0.44545,0.36818,-0.24648,-0.03229,0.0,"g"
0.8543,0.46216,0.07285,0.68874,0.71854,0.32781,0.12252,0.13907,0.29324,0.26653,0.0,"g"
0.70019,0.1518,0.09677,0.32068,0.53131,0.56167,0.12524,0.16888,0.18897,0.37381,0.0,"g"
0.80562,0.52613,-0.03299,0.5343,0.39199,0.59582,-0.05771,0.01394,-0.09621,-0.22822,0.0,"g"
0.96775,1.0,-0.00722,0.94636,0.98497,1.0,-0.01436,-0.08848,-0.03464,0.02003,0.0,"g"
0.42784,0.15464,-0.39175,0.42268,0.42268,0.26289,0.15979,-0.2732,0.04124,0.19588,0.0,"g"
0.7653,0.61663,0.36028,0.70951,0.59584,0.64203,-0.43418,0.2194,0.19841,0.23095,0.0,"g"
0.61124,0.4764,0.01573,0.57528,0.57303,0.66742,-0.04719,-0.07416,0.10562,0.04944,0.0,"g"
0.66667,0.31392,-0.05178,0.39159,0.54369,0.67314,0.15858,-0.10032,-0.1068,-0.05502,0.0,"g"
0.77037,0.76543,0.08148,0.60988,0.78272,0.79012,0.04938,-0.10864,-0.0716,-0.1284,0.0,"g"
0.67119,0.58644,-0.04407,0.71525,0.64068,0.70508,-0.02034,-0.02373,-0.02712,-0.0339,0.0,"g"
0.29612,0.3932,0.0,0.18932,0.47087,0.58252,0.04854,0.00485,0.0,-0.15049,0.0,"g"
0.93102,-0.16209,0.35222,0.06338,0.318,0.73584,0.60179,0.68873,0.44195,0.69714,0.0,"g"
0.90112,-0.61899,0.48561,-0.37835,0.047,0.58827,0.83156,0.79749,0.18345,0.58324,0.0,"g"
0.91966,-0.64872,0.62415,-0.65,-0.28269,0.36774,0.83312,0.61688,-0.22949,0.15908,0.0,"g"
0.96132,-0.75406,0.56569,-0.65515,-0.24742,0.41836,0.89489,0.75554,-0.17921,0.30912,0.0,"g"
0.80486,-0.46422,0.73151,-0.81317,-0.58835,0.10797,0.89335,0.40368,-0.70835,-0.26883,0.0,"g"
0.67333,0.24321,0.94353,-0.33197,-0.6675,-0.22838,0.48816,-0.06193,-0.30057,-0.5362,0.0,"g"
0.23308,-0.0028,0.34336,-0.02876,-0.06328,0.06266,0.12767,0.01408,-0.00948,-0.01505,0.0,"g"
1.0,0.5282,-0.00564,0.84774,0.72368,0.50188,0.06391,0.04511,-0.12218,-0.04699,0.0,"g"
0.72171,0.26429,0.08315,0.29495,0.29352,0.43837,0.12686,0.15756,0.13632,0.1453,0.0,"g"
0.85738,0.85939,0.01546,0.80259,0.74838,0.84459,0.03027,0.02405,0.0709,0.0222,0.0,"g"
0.79946,0.78774,0.29292,0.78954,0.88644,0.88598,-0.26724,-0.00991,0.21812,-0.09193,0.0,"g"
0.98994,0.72435,0.12877,1.0,0.91482,0.95842,-0.00469,0.02683,0.11066,-0.01207,0.0,"g"
0.06213,0.5355,0.01006,0.51183,0.55621,0.56509,0.27515,0.11538,-0.14497,-0.02367,0.0,"g"
0.69868,0.52731,-0.13936,0.33333,0.51412,0.50471,-0.0452,-0.14313,-0.31262,-0.33145,0.0,"g"
0.86412,0.66242,0.0,0.89384,0.78132,0.71975,-0.11677,-0.10191,-0.37792,-0.26115,0.0,"g"
0.83424,0.8587,0.04076,0.97283,0.88043,0.77174,-0.10598,0.03261,-0.1087,-0.1875,0.0,"g"
0.53755,0.60079,0.09486,0.66403,0.63043,0.66798,-0.1917,-0.11858,0.06917,-0.10474,0.0,"g"
0.5898,0.59867,0.06874,0.50776,0.54545,0.52993,-0.16186,-0.04656,-0.11752,-0.20177,0.0,"g"
0.72125,-0.54732,0.63662,-0.83943,-0.65114,0.09831,0.892,0.45535,-0.667,-0.26356,0.0,"g"
0.79917,-0.41223,0.71596,-0.93618,-0.73329,0.04636,0.9513,0.362,-0.93953,-0.46906,0.0,"g"
0.73232,-0.02979,0.58527,-0.76901,-0.81422,-0.09238,0.71996,-0.00775,-0.82127,-0.67605,0.0,"g"
0.69256,0.08425,0.68381,-0.58315,-0.7035,-0.08096,0.77681,0.03939,-0.48468,-0.52954,0.0,"g"
0.76168,0.0781,0.84266,-0.73969,-0.87474,-0.13956,0.8359,0.05595,-0.78057,-0.74735,0.0,"g"
0.65541,0.22708,0.70677,-0.49165,-0.74725,-0.18976,0.66541,-0.04887,-0.51206,-0.66014,0.0,"g"
0.98058,0.93469,-0.07635,0.95278,0.97396,0.95278,-0.07458,-0.12224,-0.15755,-0.08341,0.0,"g"
0.9417,0.90342,-0.01472,0.92815,0.95465,0.94641,-0.01767,-0.04711,-0.07244,-0.04476,0.0,"g"
0.91324,0.97032,-0.17123,0.92009,0.86758,0.91781,-0.08447,-0.21233,-0.08676,0.06849,0.0,"g"
0.94915,0.66102,-0.16949,0.86441,0.54237,0.50847,0.28814,0.0339,-0.15254,0.15254,0.0,"g"
0.44444,0.19444,0.16667,0.52778,0.55556,0.5,-0.08443,-0.19444,-0.14809,0.08333,0.0,"g"
1.0,-1.0,0.80833,-0.885,-0.33081,0.33081,1.0,1.0,-0.42226,0.35175,0.0,"g"
0.8355,-0.63312,0.72063,-0.79147,-0.52742,0.13469,0.93778,0.67989,-0.60454,-0.29099,0.0,"g"
0.72113,0.1469,0.78115,-0.47412,-0.7847,-0.13012,0.78497,0.03928,-0.39167,-0.67796,0.0,"g"
0.75254,0.2733,0.88576,-0.65079,-0.93104,-0.21775,0.83397,-0.06418,-0.69613,-0.84951,0.0,"g"
0.71976,0.48904,0.94078,-0.4601,-0.94315,-0.31605,0.78766,0.03191,-0.46048,-0.88082,0.0,"g"
1.0,1.0,0.01373,1.0,1.0,1.0,-0.01731,0.059,-0.14194,-0.22978,0.0,"g"
0.86421,0.82427,-0.00461,0.87492,0.95853,0.92441,-0.14247,0.61739,-0.01957,-0.01664,0.0,"g"
0.64064,0.1903,0.68158,-0.40637,-0.75436,-0.16831,0.72328,-0.09856,-0.23199,-0.5254,0.0,"g"
0.68389,0.40675,0.79784,-0.39766,-0.85803,-0.29784,0.6959,-0.24017,-0.36765,-0.75533,0.0,"g"
0.66129,0.74846,0.90824,-0.14895,-0.92282,-0.45725,0.58511,-0.48404,-0.07029,-0.85703,0.0,"g"
1.0,1.0,-0.10127,1.0,0.63291,1.0,0.06329,-0.01266,0.02532,-0.37975,0.0,"g"
0.83312,0.61345,0.02469,0.68895,0.64706,0.60504,0.04731,0.04202,0.08757,0.08403,0.0,"g"
0.92211,0.87597,0.0218,0.8843,0.87339,0.87597,0.0432,0.0,0.10134,0.10853,0.0,"g"
1.0,0.994,-0.01565,1.0,0.99528,1.0,-0.02187,-0.03452,-0.06497,-0.04931,0.0,"g"
0.87525,0.88119,0.01386,0.88713,0.93663,0.91287,-0.01584,0.01386,0.04158,0.02376,0.0,"g"
1.0,0.94681,0.00709,1.0,1.0,1.0,0.01064,-0.03191,0.01064,0.0461,0.0,"g"
0.62655,0.33333,0.09091,0.30303,0.56156,0.21212,0.15152,0.0303,0.0641,0.05929,0.0,"g"
0.72014,0.32309,0.83049,-0.32537,-0.77019,-0.24118,0.67577,-0.13652,-0.19681,-0.59954,0.0,"g"
0.67311,0.52414,0.88696,-0.23428,-0.8615,-0.38875,0.62078,-0.34275,-0.17343,-0.73856,0.0,"g"
0.65354,0.85977,0.95905,-0.0225,-0.93001,-0.52236,0.55086,-0.59379,0.098,-0.85368,0.0,"g"
0.367,1.0,0.92713,0.25616,-0.38916,-0.31527,0.36946,-0.82512,0.00246,-0.4595,0.0,"g"
0.45455,0.9697,0.36364,0.57576,-0.33333,-0.45455,0.0,-0.84848,0.36364,-0.39394,0.0,"g"
0.94817,0.90854,-0.0122,0.91463,1.0,0.90244,0.00915,-0.0122,0.05488,0.04878,0.0,"g"
0.79078,0.7766,-0.01773,0.80496,0.93262,0.80142,-0.00709,-0.00709,0.18085,0.15957,0.0,"g"
0.88706,0.74468,0.01471,0.84931,0.95745,0.7305,0.02912,0.04255,0.068,0.11348,0.0,"g"
0.89951,0.81988,0.0051,0.83486,0.83851,0.95031,0.00994,0.02484,0.02308,-0.04348,0.0,"g"
0.98579,0.94849,0.01954,0.94494,0.97869,0.95737,0.03552,0.05684,0.06217,0.03552,0.0,"g"
1.0,0.97901,0.0232,0.98122,0.97569,0.99448,0.0232,0.01657,0.02099,-0.00663,0.0,"g"
1.0,0.99105,-0.00224,0.95749,0.98881,0.97763,0.02908,0.03579,0.10067,0.10067,0.0,"g"
0.67123,0.44569,0.86399,-0.27377,-0.83285,-0.35148,0.58842,-0.32963,-0.21542,-0.69774,0.0,"g"
0.64131,0.89415,0.95148,0.05865,-0.91456,-0.55483,0.50949,-0.65461,0.20359,-0.82154,0.0,"g"
0.1597,0.31005,0.74485,0.09345,-0.23227,-0.16503,0.24865,-0.48886,0.2054,-0.1856,0.0,"g"
0.44681,0.45185,0.85106,0.56663,-0.47032,-0.68253,0.07111,-0.86002,0.76764,-0.18645,0.0,"g"
0.04198,-0.03817,0.48866,0.28626,-0.10305,-0.41985,0.0916,-0.17557,0.16794,0.24692,0.0,"g"
1.0,0.95701,-0.00075,1.0,0.93929,0.977,0.03073,0.05279,0.08126,0.08107,0.0,"g"
0.80462,0.74046,-0.01214,0.78844,0.74798,0.72832,0.05029,0.06358,-0.0422,-0.0237,0.0,"g"
0.69387,0.35588,-0.03574,0.46241,0.42271,0.61836,-0.06527,0.04992,-0.08637,-0.00564,0.0,"g"
0.86335,0.66161,0.00384,0.75071,0.82777,0.81504,0.00744,0.03881,0.01484,-0.00303,0.0,"g"
0.97404,0.87568,0.50137,1.0,0.76776,0.65164,-0.48907,0.11339,0.2459,0.06967,0.0,"g"
0.73739,1.0,-0.05567,0.77521,1.0,0.89391,0.06723,0.06618,-0.10714,-0.04202,0.0,"g"
0.95183,0.93159,-0.0192,0.93124,0.97173,0.9651,0.0733,0.06038,-0.00035,0.01361,0.0,"g"
0.93207,0.9212,-0.03431,0.8947,0.94837,0.94124,0.04688,0.01393,0.00442,0.03193,0.0,"g"
0.98122,0.82983,-0.03646,0.92155,0.91381,0.89724,-0.01436,-0.12928,-0.03757,-0.02099,0.0,"g"
0.73638,0.78207,0.0826,0.71002,0.85764,0.78735,-0.00351,-0.03515,-0.06678,-0.15114,0.0,"g"
