@relation ionosphere_part3
@attribute a06 real
@attribute a33 real
@attribute a21 real
@attribute a03 real
@attribute a27 real
@attribute a15 real
@attribute a12 real
@attribute a09 real
@attribute a24 real
@attribute a18 real
@attribute a30 real
@attribute class{b,g}
@data
0.05911,0.07389,0.06897,0.06404,0.28079,0.05911,0.0,-0.01478,0.02956,-0.02956,-0.0936,"b"
-0.06935,0.65213,0.62528,0.61857,0.69845,0.79754,0.15772,0.74273,0.11745,-0.16555,0.0481,"g"
0.0,0.0,0.00759,0.25316,0.0557,0.0,-0.07342,0.0,0.33671,0.0,0.0,"b"
-0.02465,0.91747,0.87996,0.88103,0.88245,0.90782,-0.10932,0.89175,-0.12433,-0.06109,-0.12862,"g"
0.0,0.0,0.0,0.42708,-1.0,0.0,0.02083,0.46458,0.0,-0.45417,-0.75625,"b"
0.01305,0.86786,0.88418,0.88853,0.86453,0.93094,-0.08428,0.89179,-0.11909,-0.05057,-0.13051,"g"
0.12889,0.90667,1.0,0.0,1.0,1.0,-0.42444,0.0,-0.18667,-0.81556,0.0,"b"
-0.00143,0.82143,0.76857,0.81143,0.81598,0.86429,0.0,0.79571,-0.05,-0.05429,-0.10429,"g"
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"b"
-0.0961,0.58961,0.48571,0.4987,0.53215,0.51688,0.05974,0.5013,-0.01039,-0.05974,0.03377,"g"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"b"
0.25,0.02249,-0.26477,1.0,-0.02089,-0.4382,0.80454,0.16851,-0.12964,0.16709,-0.07036,"g"
0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,"b"
0.69212,0.5146,-0.38334,0.87048,0.38544,-0.81049,0.79346,-0.03933,-0.70762,-0.12539,-0.29897,"g"
0.0,0.0,0.0,0.0,1.0,-0.12,0.0,-1.0,-1.0,0.0,0.0,"b"
0.77655,0.34749,-0.10237,0.88179,0.72147,-0.92384,0.71257,-0.24103,-0.7757,-0.44707,0.09599,"g"
0.21278,0.12197,-0.11409,0.32834,0.33737,-0.94053,0.1938,-0.25706,-0.22786,-0.14329,-0.11409,"g"
0.78579,-0.03983,0.12439,0.83427,0.83008,-0.84442,0.59564,-0.33221,-0.72454,-0.61894,0.49079,"g"
0.00481,0.61372,0.58965,0.62335,0.60463,0.62936,-0.07461,0.63177,0.03129,0.09146,0.04452,"g"
0.03309,0.60294,0.67463,0.74449,0.61727,0.70772,0.43934,0.79228,-0.25,0.06066,0.0864,"g"
0.0178,0.50609,0.66233,0.61538,0.58803,0.72322,0.08,0.65077,0.08041,-0.08923,0.25692,"g"
0.00202,0.64407,0.76365,0.68317,0.70824,0.80738,0.04102,0.843,0.00978,-0.12447,0.11598,"g"
0.10435,0.44783,0.42174,0.5,0.41789,0.50435,-0.12609,0.46957,-0.11304,0.19565,0.03913,"g"
0.20656,-0.27339,0.09599,0.7983,-0.11925,0.4921,0.50122,0.6932,0.72236,0.67861,0.56015,"g"
0.25101,-0.42815,0.09709,1.0,-0.22839,0.55311,0.60297,0.80365,0.7987,0.82193,0.60948,"g"
0.31543,-0.48808,-0.20201,0.8941,-0.46215,0.24266,0.71016,0.63388,0.6261,0.79598,0.27252,"g"
0.33143,-0.8121,-0.1888,0.94631,-0.58563,0.30459,0.73838,0.73678,0.82492,0.93429,0.52564,"g"
0.35543,-0.64056,-0.35996,0.91767,-0.60328,0.15664,0.74922,0.60425,0.65385,0.8521,0.27338,"g"
0.38112,-0.11894,-0.36591,0.76627,-0.33942,0.0,0.59565,0.15,0.07588,0.42014,-0.19714,"g"
0.55298,0.40821,0.65232,0.5894,0.49013,0.63907,0.24172,0.56623,0.07285,0.42715,0.28574,"g"
-0.12144,0.56167,0.72676,1.0,0.4909,0.58634,-0.0778,0.71157,0.05882,-0.03416,0.32448,"g"
-0.02299,0.42223,0.5597,0.84843,0.48659,0.6426,-0.07666,0.66725,-0.08453,0.0453,-0.08537,"g"
-0.00482,0.92226,0.95016,1.0,0.93772,0.95947,0.01419,0.8798,-0.02591,0.01002,-0.05843,"g"
-0.12371,0.45361,0.54639,0.47938,0.53396,0.45361,-0.21649,0.73196,0.08247,0.06186,-0.26289,"g"
0.02968,0.69053,0.63279,0.6351,0.68775,0.72517,0.08314,0.65358,0.15359,0.13857,0.07621,"g"
0.01348,0.60674,0.56854,0.50112,0.56588,0.66517,-0.00449,0.58876,-0.03596,0.02472,-0.03596,"g"
-0.04207,0.30421,0.64725,0.71521,0.45105,0.60194,0.09709,0.77994,0.21683,-0.04531,-0.06796,"g"
0.03457,0.51358,0.48642,0.68148,0.63773,0.62469,0.11852,0.60988,0.08148,-0.17531,0.02222,"g"
0.04068,0.50169,0.5322,0.60678,0.57262,0.5322,-0.07797,0.50508,-0.0339,0.11864,-0.00339,"g"
0.05825,0.37379,0.34951,0.49515,0.36547,0.52427,0.02427,0.57282,0.25728,-0.1068,0.17476,"g"
0.341,-0.33483,0.07515,0.98822,-0.16556,0.4313,0.51879,0.74706,0.71284,0.70443,0.55805,"g"
0.35237,-0.64134,-0.2618,0.97905,-0.57587,0.2514,0.73743,0.7176,0.71676,0.85475,0.30796,"g"
0.4703,-0.47201,-0.55769,0.99701,-0.66651,-0.06827,0.88291,0.53312,0.35534,0.72073,-0.13462,"g"
0.40803,-0.66932,-0.50251,0.94331,-0.77097,0.05167,0.8323,0.56687,0.50428,0.83939,-0.04399,"g"
0.52821,-0.08937,-0.81262,0.93972,-0.63237,-0.3973,0.90403,0.34961,-0.04284,0.62867,-0.61446,"g"
0.62233,0.42805,-0.81056,0.89835,0.07158,-0.57377,0.75334,-0.03643,-0.47592,0.10591,-0.43478,"g"
0.17293,0.0029,-0.04166,0.29073,-0.00886,-0.06333,0.21303,0.1203,-0.01176,0.04097,-0.0125,"g"
0.35338,0.44767,0.66917,0.58459,0.56836,0.69737,-0.27632,0.82519,-0.40977,-0.42669,-0.13346,"g"
0.06059,0.16655,0.32835,0.83609,0.23641,0.44747,0.2033,0.23888,0.14638,0.02922,0.16137,"g"
0.01038,0.77269,0.80862,0.9408,0.79058,0.8268,0.10916,0.76966,0.05352,0.01943,0.09251,"g"
0.18297,0.88238,0.97882,0.87111,0.85967,0.8941,-0.02028,0.89455,-0.25101,-0.04642,-0.04101,"g"
0.09792,0.72837,0.81221,0.74916,0.82271,0.9611,0.02482,0.74313,0.0,0.03756,-0.01073,"g"
-0.18343,0.34615,0.52767,0.47337,0.46514,0.71598,0.01775,0.45562,-0.10651,0.12426,0.25148,"g"
-0.13936,0.6742,0.70245,0.59887,0.61444,0.80791,0.02825,0.80979,0.06215,-0.24482,-0.02072,"g"
-0.08493,0.65817,0.79193,0.84713,0.74115,0.77495,-0.13588,0.73673,-0.03397,-0.21231,-0.22293,"g"
0.07337,0.79076,0.86413,0.87772,0.83705,0.67935,-0.05707,0.77174,-0.27989,-0.20924,-0.03261,"g"
0.16996,0.61067,0.79249,0.74704,0.61847,0.73715,-0.23518,0.69565,-0.28656,-0.00395,-0.20949,"g"
0.00665,0.56319,0.47894,0.46785,0.5393,0.67849,0.0133,0.47894,-0.13525,-0.13525,-0.02882,"g"
0.42881,-0.19312,-0.81856,0.88116,-0.67557,-0.35737,0.96128,0.38825,-0.08079,0.6221,-0.60858,"g"
0.55756,0.10007,-0.92254,0.93147,-0.65165,-0.55926,0.96748,0.26203,-0.19838,0.62385,-0.85725,"g"
0.57816,0.00194,-0.78973,0.88241,-0.3161,-0.69767,0.92118,0.05717,-0.45478,0.41195,-0.86841,"g"
0.47702,0.40591,-0.71225,0.83479,-0.1695,-0.52735,0.85011,0.21991,-0.39168,0.31291,-0.61488,"g"
0.62349,0.59407,-0.89824,0.9287,-0.22323,-0.70747,0.96167,0.21592,-0.54069,0.3675,-0.87159,"g"
0.57671,0.64662,-0.6203,0.83367,-0.0153,-0.68421,0.79886,0.17293,-0.53463,0.19492,-0.64428,"g"
-0.04104,0.96778,0.99294,0.98455,0.96653,0.99382,-0.02604,0.9872,-0.08914,-0.09532,-0.14916,"g"
0.01001,0.92049,0.94229,0.94052,0.92695,0.97055,-0.0371,0.95878,-0.04417,-0.04064,-0.07479,"g"
-0.00228,0.96575,1.0,0.97032,0.94043,0.91324,0.00228,0.9863,-0.05251,-0.08676,-0.20091,"g"
0.08475,0.76271,0.59322,0.52542,0.67287,0.83051,-0.13559,0.30508,0.05085,0.01695,-0.0339,"g"
0.22222,0.08333,0.47222,0.33333,0.41543,0.58333,-0.11111,0.41667,-0.02778,0.02778,-0.13889,"g"
0.5381,-0.91903,-0.52674,0.51207,-1.0,-0.17416,1.0,0.45622,0.47894,0.98722,-0.16713,"g"
0.54301,-0.19609,-0.70163,0.75564,-0.70352,-0.37604,0.94749,0.35225,0.02995,0.71161,-0.19185,"g"
0.58385,0.48319,-0.62041,0.83789,-0.05054,-0.59435,0.86947,0.1647,-0.48905,0.26529,-0.45911,"g"
0.6564,0.74828,-0.87028,0.93658,-0.04578,-0.78751,0.96301,0.15323,-0.67464,0.2602,-0.85762,"g"
0.6842,0.76066,-0.66431,0.92436,0.19765,-0.92145,0.92453,-0.11108,-0.78174,0.09585,-0.70247,"g"
-0.05558,1.0,1.0,1.0,1.0,1.0,-0.01511,1.0,-0.02685,-0.07157,0.08299,"g"
-0.13244,0.78761,1.0,0.95559,0.84132,0.99264,0.10368,0.82809,-0.08495,-0.15518,-0.01867,"g"
0.52312,0.34572,-0.57695,0.79378,0.01523,-0.57165,0.78772,0.14177,-0.38287,0.16755,-0.38059,"g"
0.65128,0.62765,-0.64579,0.88085,0.17041,-0.77106,0.8649,0.05832,-0.68337,0.08408,-0.57649,"g"
0.71804,0.76862,-0.50931,0.89589,0.53229,-0.92819,0.84605,-0.04787,-0.88591,-0.15315,-0.40656,"g"
-0.20253,0.83544,0.93671,1.0,0.84637,0.8481,0.11392,0.88608,0.25316,-0.36709,-0.06329,"g"
0.01659,0.5533,0.71285,0.7479,0.63728,0.77441,0.05882,0.86555,0.07577,0.19328,0.01681,"g"
0.01456,0.84258,0.89097,0.85013,0.86923,0.90738,0.1137,0.92765,0.07697,0.02842,0.08786,"g"
-0.00343,0.98971,1.0,1.0,0.99842,0.99828,-0.02809,1.0,-0.05039,-0.03238,-0.06304,"g"
0.05545,0.86733,0.90495,0.89505,0.89002,0.91881,-0.0099,0.92871,-0.01782,0.0,0.00198,"g"
-0.01773,0.93617,0.8617,0.90071,0.94305,0.97518,0.03546,0.84752,0.0922,-0.03191,0.02482,"g"
0.0127,0.39394,0.78788,0.39394,0.46362,0.39394,-0.21212,0.63636,-0.15152,0.04561,-0.0303,"g"
0.66667,0.40956,-0.49488,0.86689,0.1536,-0.68714,0.86121,0.08646,-0.57679,0.09898,-0.37088,"g"
0.69438,0.60073,-0.51778,0.89563,0.33531,-0.8268,0.84414,-0.04193,-0.73855,-0.05365,-0.42086,"g"
0.74761,0.75495,-0.41546,0.90547,0.67538,-0.96631,0.83263,-0.13342,-0.93788,-0.25554,-0.28123,"g"
0.06158,0.17758,-0.05419,1.0,0.85471,-0.92857,0.37685,-0.27586,-0.20443,-0.34236,1.0,"g"
0.33333,0.09091,0.48485,1.0,0.72961,-0.57576,0.48485,-0.32104,-0.42424,-0.48485,0.57576,"g"
-0.02744,0.97561,0.90854,0.8811,0.89666,0.95732,0.01829,0.90244,0.05488,0.02744,0.00915,"g"
-0.08156,0.92553,0.91489,0.82624,0.89527,0.94326,0.08865,0.92908,0.07092,0.20213,0.06738,"g"
0.00982,0.80774,0.85597,0.74468,0.83429,0.87235,0.10638,0.87234,0.05178,0.07801,-0.03546,"g"
0.00343,0.80088,0.84182,0.87578,0.82111,0.86303,0.07453,0.86335,0.01749,-0.06211,0.08696,"g"
0.01954,0.98934,0.97158,0.97513,0.9754,1.0,0.02309,0.9929,0.05506,0.02131,0.08171,"g"
0.01105,0.98674,0.98011,1.0,0.98033,1.0,-0.00221,0.99448,0.02099,0.00773,0.01547,"g"
0.01566,1.0,0.99776,1.0,0.99989,1.0,0.04474,1.0,0.07383,0.03356,0.08501,"g"
0.67382,0.56286,-0.52504,0.8842,0.26028,-0.78658,0.83713,0.02424,-0.68126,-0.00642,-0.43383,"g"
0.75725,0.70555,-0.32354,0.90147,0.74105,-0.96986,0.81191,-0.20449,-0.94172,-0.31412,-0.18725,"g"
0.29308,0.13376,-0.14426,0.32789,0.39599,-0.9765,0.26664,-0.25131,-0.28916,-0.19909,0.05614,"g"
0.74804,-0.18533,0.23292,0.65845,0.74758,-0.82811,0.52408,-0.32027,-0.52128,-0.71725,0.59071,"g"
0.25191,-0.30153,0.34012,0.19466,0.03913,-0.16412,0.06107,-0.18321,-0.16031,-0.39695,0.26336,"g"
0.0,0.97247,0.97738,0.98002,0.96709,0.9917,0.0213,0.94721,0.06241,0.05713,0.08088,"g"
0.00231,0.78439,0.86763,0.82254,0.76717,0.83121,-0.11734,0.86821,-0.06012,0.06705,-0.0763,"g"
-0.02423,0.28943,0.49736,0.35346,0.39146,0.59361,-0.10467,0.55717,-0.08989,-0.26409,-0.10306,"g"
0.00258,0.63887,0.76979,0.76046,0.70886,0.81815,0.12068,0.79988,0.01232,-0.06974,0.00849,"g"
0.06831,0.13934,0.47541,0.66667,0.68656,0.39208,-0.14071,0.75683,0.00683,0.31831,0.07787,"g"
-0.14706,0.90546,0.87605,0.83508,0.83479,0.79307,0.1313,0.90441,0.06618,-0.02101,0.12815,"g"
-0.02723,0.91483,0.9267,0.95113,0.93522,0.94625,0.03281,0.9459,0.10087,0.0014,0.08168,"g"
-0.03227,0.92697,0.91406,0.94701,0.92489,0.93954,0.01766,0.95584,0.06148,0.02004,0.02242,"g"
-0.01989,0.87403,0.88729,0.90608,0.89147,0.90608,-0.03315,0.85746,-0.0232,-0.00884,-0.17238,"g"
-0.06151,0.85764,0.81722,0.8471,0.81147,0.79262,0.06678,0.88928,0.04394,-0.04569,-0.00703,"g"
